iso3,date,species,flua,fluCases
"""CAN""","""2022-08-15""","""Homo sapiens""","""Influenza A virus""",2
"""ARG""","""2022-08-15""","""Homo sapiens""","""Influenza A virus""",36
"""ZMB""","""2022-08-15""","""Homo sapiens""","""Influenza A virus""",4
"""UGA""","""2022-08-15""","""Homo sapiens""","""Influenza A virus""",6
"""ZAF""","""2022-08-15""","""Homo sapiens""","""Influenza A virus""",2
"""MOZ""","""2022-08-15""","""Homo sapiens""","""Influenza A virus""",1
"""KEN""","""2022-08-15""","""Homo sapiens""","""Influenza A virus""",1
"""ETH""","""2022-08-15""","""Homo sapiens""","""Influenza A virus""",1
"""MYS""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",1
"""KHM""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",1
"""AUS""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",7
"""NPL""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",31
"""IND""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",139
"""ESP""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",11
"""PRT""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",2
"""USA""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",14
"""NOR""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",6
"""NLD""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",8
"""IRL""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",2
"""DNK""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",9
"""ARE""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",2
"""QAT""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",2
"""OMN""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",1
"""IRQ""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",1
"""CHL""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",1
"""CAN""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",2
"""ARG""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",68
"""ZMB""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",4
"""UGA""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",6
"""ZAF""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",3
"""MOZ""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",1
"""KEN""","""2022-08-08""","""Homo sapiens""","""Influenza A virus""",2
"""SGP""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",3
"""PHL""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",1
"""MYS""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",1
"""AUS""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",9
"""NPL""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",28
"""IND""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",112
"""SWE""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",8
"""ESP""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",15
"""USA""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",23
"""NOR""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",6
"""NLD""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",16
"""ITA""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",2
"""GEO""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",1
"""ARE""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",3
"""QAT""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",4
"""BHR""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",3
"""CAN""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",1
"""ARG""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",33
"""ZMB""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",6
"""UGA""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",5
"""ZAF""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",3
"""KEN""","""2022-08-01""","""Homo sapiens""","""Influenza A virus""",6
"""AUS""","""2022-07-25""","""Homo sapiens""","""Influenza A virus""",4
"""NPL""","""2022-07-25""","""Homo sapiens""","""Influenza A virus""",19
"""IND""","""2022-07-25""","""Homo sapiens""","""Influenza A virus""",71
"""SWE""","""2022-07-25""","""Homo sapiens""","""Influenza A virus""",2
"""ESP""","""2022-07-25""","""Homo sapiens""","""Influenza A virus""",7
"""NOR""","""2022-07-25""","""Homo sapiens""","""Influenza A virus""",2
"""USA""","""2022-07-25""","""Homo sapiens""","""Influenza A virus""",2
"""DEU""","""2022-07-25""","""Homo sapiens""","""Influenza A virus""",1
"""DNK""","""2022-07-25""","""Homo sapiens""","""Influenza A virus""",4
"""ARE""","""2022-07-25""","""Homo sapiens""","""Influenza A virus""",3
"""QAT""","""2022-07-25""","""Homo sapiens""","""Influenza A virus""",1
"""BHR""","""2022-07-25""","""Homo sapiens""","""Influenza A virus""",1
"""ARG""","""2022-07-25""","""Homo sapiens""","""Influenza A virus""",17
"""ZMB""","""2022-07-25""","""Homo sapiens""","""Influenza A virus""",4
"""ZAF""","""2022-07-25""","""Homo sapiens""","""Influenza A virus""",1
"""KEN""","""2022-07-25""","""Homo sapiens""","""Influenza A virus""",8
"""SGP""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",1
"""AUS""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",10
"""NPL""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",25
"""ESP""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",4
"""USA""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",10
"""NOR""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",4
"""NLD""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",4
"""ISL""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",2
"""ARE""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",1
"""QAT""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",4
"""EGY""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",2
"""BHR""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",2
"""CAN""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",1
"""BLZ""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",1
"""ARG""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",54
"""ZMB""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",7
"""UGA""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",2
"""ZAF""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",3
"""KEN""","""2022-07-18""","""Homo sapiens""","""Influenza A virus""",5
"""SGP""","""2022-07-11""","""Homo sapiens""","""Influenza A virus""",1
"""AUS""","""2022-07-11""","""Homo sapiens""","""Influenza A virus""",24
"""NPL""","""2022-07-11""","""Homo sapiens""","""Influenza A virus""",25
"""IND""","""2022-07-11""","""Homo sapiens""","""Influenza A virus""",21
"""BTN""","""2022-07-11""","""Homo sapiens""","""Influenza A virus""",1
"""SWE""","""2022-07-11""","""Homo sapiens""","""Influenza A virus""",2
"""ESP""","""2022-07-11""","""Homo sapiens""","""Influenza A virus""",3
"""ARE""","""2022-07-11""","""Homo sapiens""","""Influenza A virus""",1
"""QAT""","""2022-07-11""","""Homo sapiens""","""Influenza A virus""",1
"""CAN""","""2022-07-11""","""Homo sapiens""","""Influenza A virus""",1
"""ARG""","""2022-07-11""","""Homo sapiens""","""Influenza A virus""",34
"""ZMB""","""2022-07-11""","""Homo sapiens""","""Influenza A virus""",2
"""UGA""","""2022-07-11""","""Homo sapiens""","""Influenza A virus""",8
"""ZAF""","""2022-07-11""","""Homo sapiens""","""Influenza A virus""",4
"""MUS""","""2022-07-11""","""Homo sapiens""","""Influenza A virus""",1
"""KEN""","""2022-07-11""","""Homo sapiens""","""Influenza A virus""",11
"""AUS""","""2022-07-04""","""Homo sapiens""","""Influenza A virus""",16
"""NPL""","""2022-07-04""","""Homo sapiens""","""Influenza A virus""",7
"""IND""","""2022-07-04""","""Homo sapiens""","""Influenza A virus""",15
"""SWE""","""2022-07-04""","""Homo sapiens""","""Influenza A virus""",2
"""PRT""","""2022-07-04""","""Homo sapiens""","""Influenza A virus""",2
"""ARE""","""2022-07-04""","""Homo sapiens""","""Influenza A virus""",5
"""QAT""","""2022-07-04""","""Homo sapiens""","""Influenza A virus""",2
"""BHR""","""2022-07-04""","""Homo sapiens""","""Influenza A virus""",1
"""CAN""","""2022-07-04""","""Homo sapiens""","""Influenza A virus""",1
"""ARG""","""2022-07-04""","""Homo sapiens""","""Influenza A virus""",22
"""ZMB""","""2022-07-04""","""Homo sapiens""","""Influenza A virus""",8
"""UGA""","""2022-07-04""","""Homo sapiens""","""Influenza A virus""",5
"""ZAF""","""2022-07-04""","""Homo sapiens""","""Influenza A virus""",19
"""SEN""","""2022-07-04""","""Homo sapiens""","""Influenza A virus""",1
"""MUS""","""2022-07-04""","""Homo sapiens""","""Influenza A virus""",4
"""KEN""","""2022-07-04""","""Homo sapiens""","""Influenza A virus""",25
"""AUS""","""2022-06-27""","""Homo sapiens""","""Influenza A virus""",39
"""NPL""","""2022-06-27""","""Homo sapiens""","""Influenza A virus""",5
"""IND""","""2022-06-27""","""Homo sapiens""","""Influenza A virus""",3
"""ESP""","""2022-06-27""","""Homo sapiens""","""Influenza A virus""",3
"""HRV""","""2022-06-27""","""Homo sapiens""","""Influenza A virus""",4
"""ARE""","""2022-06-27""","""Homo sapiens""","""Influenza A virus""",2
"""OMN""","""2022-06-27""","""Homo sapiens""","""Influenza A virus""",1
"""BHR""","""2022-06-27""","""Homo sapiens""","""Influenza A virus""",2
"""CAN""","""2022-06-27""","""Homo sapiens""","""Influenza A virus""",7
"""ARG""","""2022-06-27""","""Homo sapiens""","""Influenza A virus""",38
"""ZMB""","""2022-06-27""","""Homo sapiens""","""Influenza A virus""",14
"""UGA""","""2022-06-27""","""Homo sapiens""","""Influenza A virus""",4
"""ZAF""","""2022-06-27""","""Homo sapiens""","""Influenza A virus""",15
"""MUS""","""2022-06-27""","""Homo sapiens""","""Influenza A virus""",7
"""KEN""","""2022-06-27""","""Homo sapiens""","""Influenza A virus""",41
"""SGP""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",1
"""AUS""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",28
"""NPL""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",1
"""ESP""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",2
"""USA""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",6
"""NLD""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",6
"""IRL""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",4
"""QAT""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",7
"""OMN""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",4
"""BHR""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",5
"""CHL""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",2
"""CAN""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",1
"""ARG""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",6
"""ZMB""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",9
"""UGA""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",7
"""SSD""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",1
"""ZAF""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",41
"""MUS""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",1
"""KEN""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",40
"""ETH""","""2022-06-20""","""Homo sapiens""","""Influenza A virus""",1
"""AUS""","""2022-06-13""","""Homo sapiens""","""Influenza A virus""",17
"""NPL""","""2022-06-13""","""Homo sapiens""","""Influenza A virus""",2
"""IND""","""2022-06-13""","""Homo sapiens""","""Influenza A virus""",11
"""ESP""","""2022-06-13""","""Homo sapiens""","""Influenza A virus""",4
"""USA""","""2022-06-13""","""Homo sapiens""","""Influenza A virus""",8
"""NOR""","""2022-06-13""","""Homo sapiens""","""Influenza A virus""",2
"""NLD""","""2022-06-13""","""Homo sapiens""","""Influenza A virus""",6
"""ARE""","""2022-06-13""","""Homo sapiens""","""Influenza A virus""",3
"""QAT""","""2022-06-13""","""Homo sapiens""","""Influenza A virus""",14
"""BHR""","""2022-06-13""","""Homo sapiens""","""Influenza A virus""",1
"""ARG""","""2022-06-13""","""Homo sapiens""","""Influenza A virus""",10
"""ZMB""","""2022-06-13""","""Homo sapiens""","""Influenza A virus""",9
"""UGA""","""2022-06-13""","""Homo sapiens""","""Influenza A virus""",1
"""ZAF""","""2022-06-13""","""Homo sapiens""","""Influenza A virus""",37
"""MUS""","""2022-06-13""","""Homo sapiens""","""Influenza A virus""",3
"""KEN""","""2022-06-13""","""Homo sapiens""","""Influenza A virus""",32
"""AUS""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",11
"""NPL""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",8
"""IND""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",14
"""ESP""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",2
"""NLD""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",10
"""USA""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",12
"""ARE""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",3
"""SAU""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",13
"""QAT""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",4
"""IRQ""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",1
"""EGY""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",2
"""BHR""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",3
"""CAN""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",8
"""ARG""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",8
"""UGA""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",10
"""ZAF""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",57
"""MUS""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",5
"""KEN""","""2022-06-06""","""Homo sapiens""","""Influenza A virus""",34
"""AUS""","""2022-05-30""","""Homo sapiens""","""Influenza A virus""",4
"""IND""","""2022-05-30""","""Homo sapiens""","""Influenza A virus""",12
"""SWE""","""2022-05-30""","""Homo sapiens""","""Influenza A virus""",2
"""ESP""","""2022-05-30""","""Homo sapiens""","""Influenza A virus""",4
"""USA""","""2022-05-30""","""Homo sapiens""","""Influenza A virus""",13
"""NLD""","""2022-05-30""","""Homo sapiens""","""Influenza A virus""",13
"""IRL""","""2022-05-30""","""Homo sapiens""","""Influenza A virus""",2
"""FRA""","""2022-05-30""","""Homo sapiens""","""Influenza A virus""",1
"""SAU""","""2022-05-30""","""Homo sapiens""","""Influenza A virus""",2
"""QAT""","""2022-05-30""","""Homo sapiens""","""Influenza A virus""",1
"""BHR""","""2022-05-30""","""Homo sapiens""","""Influenza A virus""",1
"""CAN""","""2022-05-30""","""Homo sapiens""","""Influenza A virus""",5
"""UGA""","""2022-05-30""","""Homo sapiens""","""Influenza A virus""",2
"""ZAF""","""2022-05-30""","""Homo sapiens""","""Influenza A virus""",30
"""NAM""","""2022-05-30""","""Homo sapiens""","""Influenza A virus""",3
"""MUS""","""2022-05-30""","""Homo sapiens""","""Influenza A virus""",3
"""KEN""","""2022-05-30""","""Homo sapiens""","""Influenza A virus""",33
"""AUS""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",1
"""IND""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",10
"""SWE""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",2
"""ESP""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",2
"""PRT""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",2
"""USA""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",13
"""NOR""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",2
"""NLD""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",11
"""FRA""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",7
"""SAU""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",1
"""QAT""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",4
"""PAK""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",5
"""CAN""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",12
"""ZMB""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",8
"""UGA""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",13
"""ZAF""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",31
"""MUS""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",2
"""KEN""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",25
"""GHA""","""2022-05-23""","""Homo sapiens""","""Influenza A virus""",1
"""AUS""","""2022-05-16""","""Homo sapiens""","""Influenza A virus""",8
"""IND""","""2022-05-16""","""Homo sapiens""","""Influenza A virus""",11
"""PRT""","""2022-05-16""","""Homo sapiens""","""Influenza A virus""",2
"""NOR""","""2022-05-16""","""Homo sapiens""","""Influenza A virus""",2
"""USA""","""2022-05-16""","""Homo sapiens""","""Influenza A virus""",36
"""NLD""","""2022-05-16""","""Homo sapiens""","""Influenza A virus""",34
"""FRA""","""2022-05-16""","""Homo sapiens""","""Influenza A virus""",2
"""QAT""","""2022-05-16""","""Homo sapiens""","""Influenza A virus""",1
"""PAK""","""2022-05-16""","""Homo sapiens""","""Influenza A virus""",5
"""BHR""","""2022-05-16""","""Homo sapiens""","""Influenza A virus""",1
"""CAN""","""2022-05-16""","""Homo sapiens""","""Influenza A virus""",6
"""UGA""","""2022-05-16""","""Homo sapiens""","""Influenza A virus""",2
"""SSD""","""2022-05-16""","""Homo sapiens""","""Influenza A virus""",1
"""ZAF""","""2022-05-16""","""Homo sapiens""","""Influenza A virus""",41
"""MUS""","""2022-05-16""","""Homo sapiens""","""Influenza A virus""",1
"""KEN""","""2022-05-16""","""Homo sapiens""","""Influenza A virus""",11
"""AUS""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",3
"""IND""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",6
"""SWE""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",2
"""ESP""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",1
"""NLD""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",55
"""USA""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",55
"""IRL""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",2
"""DEU""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",4
"""FRA""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",30
"""DNK""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",1
"""ARE""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",1
"""SAU""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",2
"""QAT""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",2
"""PAK""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",8
"""CAN""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",3
"""ZMB""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",1
"""UGA""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",3
"""ZAF""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",24
"""NAM""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",1
"""KEN""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",1
"""ETH""","""2022-05-09""","""Homo sapiens""","""Influenza A virus""",1
"""AUS""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",7
"""IND""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",8
"""CHE""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",2
"""ESP""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",1
"""SRB""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",2
"""USA""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",58
"""NOR""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",10
"""NLD""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",48
"""DEU""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",1
"""FRA""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",33
"""DNK""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",4
"""QAT""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",15
"""PAK""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",3
"""BHR""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",1
"""CAN""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",2
"""ZMB""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",3
"""UGA""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",3
"""ZAF""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",18
"""KEN""","""2022-05-02""","""Homo sapiens""","""Influenza A virus""",1
"""AUS""","""2022-04-25""","""Homo sapiens""","""Influenza A virus""",9
"""USA""","""2022-04-25""","""Homo sapiens""","""Influenza A virus""",54
"""NOR""","""2022-04-25""","""Homo sapiens""","""Influenza A virus""",8
"""NLD""","""2022-04-25""","""Homo sapiens""","""Influenza A virus""",46
"""ISL""","""2022-04-25""","""Homo sapiens""","""Influenza A virus""",2
"""HUN""","""2022-04-25""","""Homo sapiens""","""Influenza A virus""",2
"""DEU""","""2022-04-25""","""Homo sapiens""","""Influenza A virus""",2
"""FRA""","""2022-04-25""","""Homo sapiens""","""Influenza A virus""",49
"""DNK""","""2022-04-25""","""Homo sapiens""","""Influenza A virus""",6
"""TUN""","""2022-04-25""","""Homo sapiens""","""Influenza A virus""",1
"""QAT""","""2022-04-25""","""Homo sapiens""","""Influenza A virus""",5
"""PAK""","""2022-04-25""","""Homo sapiens""","""Influenza A virus""",7
"""CAN""","""2022-04-25""","""Homo sapiens""","""Influenza A virus""",10
"""ZMB""","""2022-04-25""","""Homo sapiens""","""Influenza A virus""",3
"""UGA""","""2022-04-25""","""Homo sapiens""","""Influenza A virus""",4
"""ZAF""","""2022-04-25""","""Homo sapiens""","""Influenza A virus""",15
"""KEN""","""2022-04-25""","""Homo sapiens""","""Influenza A virus""",2
"""AUS""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",6
"""IND""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",4
"""UKR""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",1
"""CHE""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",2
"""SWE""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",4
"""ESP""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",9
"""SRB""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",5
"""ROU""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",2
"""PRT""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",4
"""NOR""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",22
"""USA""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",66
"""NLD""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",44
"""DEU""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",1
"""FRA""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",258
"""DNK""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",6
"""QAT""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",1
"""PAK""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",7
"""CAN""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",4
"""ZMB""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",5
"""UGA""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",8
"""SSD""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",3
"""ZAF""","""2022-04-18""","""Homo sapiens""","""Influenza A virus""",11
"""CHN""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",1
"""IND""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",1
"""CHE""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",6
"""ESP""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",8
"""SRB""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",2
"""ROU""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",8
"""PRT""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",8
"""USA""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",71
"""NOR""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",20
"""NLD""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",51
"""ITA""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",2
"""DEU""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",1
"""FRA""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",465
"""FIN""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",2
"""DNK""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",7
"""SAU""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",3
"""QAT""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",1
"""PAK""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",7
"""BHR""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",5
"""ZMB""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",1
"""UGA""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",4
"""ZAF""","""2022-04-11""","""Homo sapiens""","""Influenza A virus""",6
"""CHE""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",7
"""SWE""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",4
"""ESP""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",4
"""SRB""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",5
"""USA""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",127
"""NOR""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",58
"""NLD""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",69
"""ITA""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",2
"""IRL""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",2
"""DEU""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",1
"""FRA""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",386
"""DNK""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",1
"""CZE""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",2
"""BEL""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",1
"""SAU""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",1
"""QAT""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",3
"""PAK""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",8
"""BHR""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",2
"""UGA""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",3
"""ZAF""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",4
"""KEN""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",1
"""BFA""","""2022-04-04""","""Homo sapiens""","""Influenza A virus""",1
"""IND""","""2022-03-28""","""Homo sapiens""","""Influenza A virus""",2
"""SWE""","""2022-03-28""","""Homo sapiens""","""Influenza A virus""",2
