iso3,date,species,flua,fluCases
"""SGP""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",4
"""MNG""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",19
"""MYS""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",5
"""FJI""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",13
"""AUS""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",5
"""THA""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",2
"""LKA""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",7
"""NPL""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",4
"""IND""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",4
"""UZB""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",1
"""UKR""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",18
"""TUR""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",14
"""CHE""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",59
"""SWE""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",178
"""ESP""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",84
"""SVN""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",282
"""SVK""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",1
"""SRB""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",22
"""ROU""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",66
"""PRT""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",57
"""POL""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",17
"""NOR""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",222
"""USA""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",440
"""NLD""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",129
"""MNE""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",7
"""MLT""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",16
"""LUX""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",4
"""LTU""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",53
"""LVA""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",16
"""KGZ""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",9
"""KAZ""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",133
"""ITA""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",99
"""ISR""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",90
"""IRL""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",157
"""ISL""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",122
"""HUN""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",12
"""GRC""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",1
"""DEU""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",3
"""GEO""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",4
"""FRA""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",222
"""FIN""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",2
"""EST""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",13
"""DNK""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",88
"""CZE""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",62
"""HRV""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",246
"""BGR""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",9
"""BEL""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",1
"""BLR""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",266
"""ARM""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",41
"""ARE""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",9
"""TUN""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",49
"""SAU""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",1
"""QAT""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",20
"""PAK""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",98
"""MAR""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",22
"""LBN""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",11
"""JOR""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",10
"""IRQ""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",2
"""EGY""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",60
"""BHR""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",16
"""AFG""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",3
"""PER""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",1
"""MEX""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",4
"""COL""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",6
"""CHL""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",1
"""CAN""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",85
"""BRA""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",5
"""ZMB""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",1
"""MOZ""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",5
"""MUS""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",2
"""MDG""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",34
"""ETH""","""2022-12-26""","""Homo sapiens""","""Influenza A virus""",9
"""SGP""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",2
"""MNG""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",8
"""MYS""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",7
"""FJI""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",3
"""AUS""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",15
"""THA""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",1
"""LKA""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",1
"""NPL""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",2
"""IDN""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",1
"""IND""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",4
"""UZB""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",10
"""UKR""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",53
"""TUR""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",10
"""CHE""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",75
"""SWE""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",145
"""ESP""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",57
"""SVN""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",228
"""SRB""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",10
"""ROU""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",45
"""PRT""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",59
"""POL""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",19
"""NOR""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",282
"""USA""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",541
"""NLD""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",118
"""MLT""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",14
"""LUX""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",3
"""LTU""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",129
"""LVA""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",80
"""KGZ""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",30
"""KAZ""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",100
"""ITA""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",72
"""ISR""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",68
"""IRL""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",160
"""ISL""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",150
"""HUN""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",1
"""DEU""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",8
"""GEO""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",3
"""FRA""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",370
"""FIN""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",6
"""EST""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",29
"""DNK""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",263
"""CZE""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",41
"""HRV""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",204
"""BGR""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",12
"""BEL""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",1
"""BLR""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",243
"""ARM""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",14
"""ARE""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",5
"""TUN""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",54
"""SAU""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",8
"""QAT""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",43
"""PAK""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",104
"""MAR""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",5
"""LBN""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",3
"""JOR""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",4
"""IRQ""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",11
"""EGY""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",129
"""BHR""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",14
"""AFG""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",14
"""URY""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",2
"""PER""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",1
"""PAN""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",1
"""MEX""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",10
"""ECU""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",1
"""DOM""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",3
"""COL""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",1
"""CHL""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",10
"""CAN""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",145
"""BRA""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",14
"""ARG""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",2
"""MOZ""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",6
"""MUS""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",5
"""MDG""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",94
"""KEN""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",4
"""ETH""","""2022-12-19""","""Homo sapiens""","""Influenza A virus""",35
"""SGP""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",6
"""MNG""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",11
"""MYS""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",6
"""FJI""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",1
"""AUS""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",8
"""THA""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",1
"""LKA""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",3
"""IND""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",5
"""UZB""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",2
"""UKR""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",26
"""TUR""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",9
"""CHE""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",24
"""SWE""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",165
"""ESP""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",40
"""SVN""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",133
"""SRB""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",2
"""ROU""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",12
"""PRT""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",29
"""POL""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",11
"""NOR""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",302
"""USA""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",478
"""NLD""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",55
"""MLT""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",14
"""LUX""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",4
"""LTU""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",93
"""LVA""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",56
"""KGZ""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",56
"""KAZ""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",97
"""ITA""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",60
"""ISR""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",90
"""IRL""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",123
"""ISL""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",128
"""HUN""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",4
"""DEU""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",12
"""GEO""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",6
"""FRA""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",183
"""EST""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",17
"""DNK""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",212
"""CZE""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",27
"""HRV""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",130
"""BGR""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",14
"""BEL""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",1
"""BLR""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",277
"""ARM""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",6
"""ARE""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",13
"""TUN""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",65
"""SAU""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",1
"""QAT""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",53
"""PAK""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",91
"""MAR""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",3
"""LBN""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",6
"""JOR""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",15
"""IRQ""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",21
"""EGY""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",101
"""BHR""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",11
"""AFG""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",35
"""PRY""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",1
"""MEX""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",14
"""DOM""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",1
"""COL""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",2
"""CHL""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",20
"""CAN""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",135
"""BRA""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",17
"""ARG""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",5
"""MOZ""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",6
"""MUS""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",1
"""MDG""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",82
"""KEN""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",4
"""GIN""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",1
"""ETH""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",20
"""DZA""","""2022-12-12""","""Homo sapiens""","""Influenza A virus""",3
"""PHL""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",1
"""MNG""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",3
"""MYS""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",5
"""JPN""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",3
"""FJI""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",2
"""KHM""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",1
"""AUS""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",8
"""LKA""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",3
"""NPL""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",3
"""IDN""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",2
"""IND""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",4
"""UKR""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",10
"""TUR""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",8
"""CHE""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",12
"""SWE""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",108
"""ESP""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",17
"""SVN""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",49
"""ROU""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",8
"""PRT""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",37
"""POL""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",1
"""NOR""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",228
"""USA""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",360
"""NLD""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",34
"""MLT""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",10
"""LUX""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",1
"""LTU""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",47
"""LVA""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",24
"""KGZ""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",32
"""KAZ""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",42
"""ITA""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",60
"""ISR""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",37
"""IRL""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",76
"""ISL""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",84
"""HUN""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",4
"""DEU""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",8
"""FRA""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",76
"""FIN""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",4
"""EST""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",2
"""DNK""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",97
"""CZE""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",8
"""HRV""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",100
"""BGR""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",2
"""BEL""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",3
"""BLR""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",24
"""ARM""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",7
"""ALB""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",6
"""ARE""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",15
"""TUN""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",26
"""SAU""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",7
"""QAT""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",62
"""PAK""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",83
"""MAR""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",2
"""JOR""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",21
"""IRQ""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",39
"""EGY""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",98
"""BHR""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",15
"""AFG""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",22
"""SUR""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",1
"""PER""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",1
"""PRY""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",10
"""MEX""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",25
"""DOM""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",1
"""COL""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",1
"""CHL""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",16
"""CAN""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",130
"""BRA""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",12
"""ARG""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",4
"""UGA""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",2
"""MOZ""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",6
"""MDG""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",92
"""GIN""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",1
"""ETH""","""2022-12-05""","""Homo sapiens""","""Influenza A virus""",17
"""SGP""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",2
"""PHL""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",3
"""MYS""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",1
"""KHM""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",1
"""AUS""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",4
"""LKA""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",5
"""NPL""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",4
"""IDN""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",2
"""IND""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",5
"""TUR""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",6
"""CHE""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",10
"""SWE""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",57
"""ESP""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",39
"""SVN""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",35
"""ROU""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",4
"""PRT""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",28
"""USA""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",309
"""NOR""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",153
"""NLD""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",61
"""MLT""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",14
"""LTU""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",177
"""KGZ""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",12
"""KAZ""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",8
"""ITA""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",57
"""ISR""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",10
"""IRL""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",53
"""ISL""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",58
"""HUN""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",1
"""DEU""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",15
"""GEO""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",8
"""FRA""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",40
"""FIN""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",4
"""EST""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",16
"""DNK""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",49
"""CZE""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",2
"""HRV""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",14
"""BEL""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",2
"""BLR""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",10
"""ARM""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",3
"""ARE""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",13
"""TUN""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",20
"""SAU""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",7
"""QAT""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",35
"""PAK""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",74
"""LBN""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",4
"""JOR""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",22
"""IRQ""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",59
"""EGY""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",77
"""BHR""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",8
"""AFG""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",30
"""PER""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",1
"""PRY""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",5
"""PAN""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",1
"""MEX""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",18
"""CHL""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",12
"""CAN""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",125
"""BRA""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",6
"""ARG""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",35
"""ZMB""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",5
"""MOZ""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",21
"""MDG""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",90
"""KEN""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",3
"""ETH""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",7
"""DZA""","""2022-11-28""","""Homo sapiens""","""Influenza A virus""",1
"""SGP""","""2022-11-21""","""Homo sapiens""","""Influenza A virus""",2
"""MNG""","""2022-11-21""","""Homo sapiens""","""Influenza A virus""",1
"""MYS""","""2022-11-21""","""Homo sapiens""","""Influenza A virus""",1
"""AUS""","""2022-11-21""","""Homo sapiens""","""Influenza A virus""",5
"""LKA""","""2022-11-21""","""Homo sapiens""","""Influenza A virus""",8
"""NPL""","""2022-11-21""","""Homo sapiens""","""Influenza A virus""",1
"""IND""","""2022-11-21""","""Homo sapiens""","""Influenza A virus""",13
"""BTN""","""2022-11-21""","""Homo sapiens""","""Influenza A virus""",3
"""UKR""","""2022-11-21""","""Homo sapiens""","""Influenza A virus""",1
"""CHE""","""2022-11-21""","""Homo sapiens""","""Influenza A virus""",7
"""SWE""","""2022-11-21""","""Homo sapiens""","""Influenza A virus""",46
"""ESP""","""2022-11-21""","""Homo sapiens""","""Influenza A virus""",25
"""SVN""","""2022-11-21""","""Homo sapiens""","""Influenza A virus""",8
"""ROU""","""2022-11-21""","""Homo sapiens""","""Influenza A virus""",4
