yearMonth,country,species,monthlyCases
"""2022-11""","""MT""","""Homo sapiens""",436
"""2022-11""","""MZ""","""Homo sapiens""",432
"""2022-11""","""IE""","""Homo sapiens""",428
"""2022-11""","""KZ""","""Homo sapiens""",424
"""2022-11""","""CO""","""Homo sapiens""",396
"""2022-11""","""BH""","""Homo sapiens""",392
"""2022-11""","""IL""","""Homo sapiens""",381
"""2022-11""","""OM""","""Homo sapiens""",380
"""2022-11""","""GE""","""Homo sapiens""",351
"""2022-11""","""PE""","""Homo sapiens""",348
"""2022-11""","""KZ""","""Homo sapiens""",330
"""2022-11""","""LK""","""Homo sapiens""",320
"""2022-11""","""CZ""","""Homo sapiens""",303
"""2022-11""","""EE""","""Homo sapiens""",300
"""2022-11""","""AU""","""Homo sapiens""",292
"""2022-11""","""PA""","""Homo sapiens""",288
"""2022-11""","""MZ""","""Homo sapiens""",280
"""2022-11""","""MG""","""Homo sapiens""",270
"""2022-11""","""SI""","""Homo sapiens""",270
"""2022-11""","""LU""","""Homo sapiens""",258
"""2022-11""","""PL""","""Homo sapiens""",252
"""2022-11""","""IS""","""Homo sapiens""",252
"""2022-11""","""IS""","""Homo sapiens""",252
"""2022-11""","""MG""","""Homo sapiens""",246
"""2022-11""","""TN""","""Homo sapiens""",243
"""2022-11""","""AF""","""Homo sapiens""",228
"""2022-11""","""BT""","""Homo sapiens""",228
"""2022-11""","""TN""","""Homo sapiens""",228
"""2022-11""","""TH""","""Homo sapiens""",222
"""2022-11""","""BR""","""Homo sapiens""",210
"""2022-11""","""BR""","""Homo sapiens""",204
"""2022-11""","""KH""","""Homo sapiens""",201
"""2022-11""","""EE""","""Homo sapiens""",186
"""2022-11""","""EC""","""Homo sapiens""",186
"""2022-11""","""SG""","""Homo sapiens""",183
"""2022-11""","""SI""","""Homo sapiens""",176
"""2022-11""","""GR""","""Homo sapiens""",174
"""2022-11""","""JO""","""Homo sapiens""",162
"""2022-11""","""ZA""","""Spheniscus demersus""",151
"""2022-11""","""HR""","""Homo sapiens""",150
"""2022-11""","""SK""","""Homo sapiens""",147
"""2022-11""","""RO""","""Homo sapiens""",147
"""2022-11""","""GH""","""Homo sapiens""",144
"""2022-11""","""SG""","""Homo sapiens""",144
"""2022-11""","""BT""","""Homo sapiens""",142
"""2022-11""","""AF""","""Homo sapiens""",135
"""2022-11""","""TR""","""Homo sapiens""",124
"""2022-11""","""IN""","""Homo sapiens""",120
"""2022-11""","""KE""","""Homo sapiens""",120
"""2022-11""","""MX""","""Spatula discors""",120
"""2022-11""","""DZ""","""Homo sapiens""",120
"""2022-11""","""BY""","""Homo sapiens""",115
"""2022-11""","""HR""","""Homo sapiens""",105
"""2022-11""","""BY""","""Homo sapiens""",104
"""2022-11""","""LB""","""Homo sapiens""",102
"""2022-11""","""IN""","""Homo sapiens""",99
"""2022-11""","""TJ""","""Homo sapiens""",96
"""2022-11""","""FI""","""Homo sapiens""",96
"""2022-11""","""IL""","""Homo sapiens""",96
"""2022-11""","""NE""","""Homo sapiens""",92
"""2022-11""","""DO""","""Homo sapiens""",90
"""2022-11""","""DZ""","""Homo sapiens""",88
"""2022-11""","""PA""","""Homo sapiens""",86
"""2022-11""","""LB""","""Homo sapiens""",81
"""2022-11""","""KG""","""Homo sapiens""",80
"""2022-11""","""FI""","""Homo sapiens""",76
"""2022-11""","""BE""","""Homo sapiens""",75
"""2022-11""","""JP""","""Homo sapiens""",72
"""2022-11""","""ET""","""Homo sapiens""",72
"""2022-11""","""GB""","""Cygnus olor""",66
"""2022-11""","""BE""","""Homo sapiens""",60
"""2022-11""","""RO""","""Homo sapiens""",57
"""2022-11""","""NP""","""Homo sapiens""",54
"""2022-11""","""NP""","""Homo sapiens""",54
"""2022-11""","""GB""","""Anser anser""",51
"""2022-11""","""BE""","""Aves""",50
"""2022-11""","""KH""","""Homo sapiens""",45
"""2022-11""","""ZM""","""Homo sapiens""",42
"""2022-11""","""AT""","""Aves""",40
"""2022-11""","""JO""","""Homo sapiens""",39
"""2022-11""","""TG""","""Homo sapiens""",38
"""2022-11""","""CO""","""Homo sapiens""",38
"""2022-11""","""GB""","""Branta leucopsis""",35
"""2022-11""","""JP""","""Antigone vipio""",35
"""2022-11""","""GB""","""Branta canadensis""",34
"""2022-11""","""DO""","""Homo sapiens""",34
"""2022-11""","""PE""","""Homo sapiens""",32
"""2022-11""","""JM""","""Homo sapiens""",32
"""2022-11""","""JM""","""Homo sapiens""",32
"""2022-11""","""HT""","""Homo sapiens""",30
"""2022-11""","""MA""","""Homo sapiens""",28
"""2022-11""","""ET""","""Homo sapiens""",28
"""2022-11""","""NI""","""Homo sapiens""",27
"""2022-11""","""CH""","""Aves""",26
"""2022-11""","""GB""","""Chroicocephalus ridibundus""",25
"""2022-11""","""PH""","""Aves""",25
"""2022-11""","""NO""","""Aves""",24
"""2022-11""","""UA""","""Homo sapiens""",24
"""2022-11""","""HN""","""Homo sapiens""",22
"""2022-11""","""CM""","""Homo sapiens""",22
"""2022-11""","""JP""","""Homo sapiens""",20
"""2022-11""","""IT""","""Anas crecca""",20
"""2022-11""","""HU""","""Homo sapiens""",18
"""2022-11""","""AM""","""Homo sapiens""",16
"""2022-11""","""ID""","""Homo sapiens""",15
"""2022-11""","""HU""","""Homo sapiens""",15
"""2022-11""","""MX""","""Anas platyrhynchos""",15
"""2022-11""","""ID""","""Homo sapiens""",15
"""2022-11""","""AM""","""Homo sapiens""",14
"""2022-11""","""VE""","""Homo sapiens""",12
"""2022-11""","""GB""","""Larus argentatus""",12
"""2022-11""","""GB""","""Anser brachyrhynchus""",11
"""2022-11""","""US""","""Mephitis mephitis""",10
"""2022-11""","""UG""","""Homo sapiens""",10
"""2022-11""","""MN""","""Homo sapiens""",9
"""2022-11""","""AL""","""Homo sapiens""",9
"""2022-11""","""SV""","""Homo sapiens""",8
"""2022-11""","""SS""","""Homo sapiens""",8
"""2022-11""","""JP""","""Corvus macrorhynchos""",7
"""2022-11""","""GB""","""Sterna hirundo""",6
"""2022-11""","""GB""","""Accipiter nisus""",6
"""2022-11""","""GN""","""Homo sapiens""",6
"""2022-11""","""MU""","""Homo sapiens""",6
"""2022-11""","""RS""","""Cygnus olor""",5
"""2022-11""","""MX""","""Quiscalus mexicanus""",5
"""2022-11""","""SI""","""Cygnus olor""",5
"""2022-11""","""GB""","""Phasianus colchicus""",5
"""2022-11""","""CA""","""Mephitis mephitis""",5
"""2022-11""","""TL""","""Homo sapiens""",4
"""2022-11""","""CY""","""Aves""",4
"""2022-11""","""ME""","""Homo sapiens""",4
"""2022-11""","""LV""","""Homo sapiens""",3
"""2022-11""","""MV""","""Homo sapiens""",3
"""2022-11""","""RS""","""Homo sapiens""",3
"""2022-11""","""MX""","""Anser caerulescens caerulescens""",3
"""2022-11""","""GB""","""Charadrius hiaticula""",3
"""2022-11""","""SE""","""Branta leucopsis""",2
"""2022-11""","""GB""","""Dendrocopos major""",2
"""2022-11""","""GB""","""Falco tinnunculus""",2
"""2022-11""","""IT""","""Chroicocephalus ridibundus""",2
"""2022-11""","""IT""","""Anas platyrhynchos""",2
"""2022-11""","""IT""","""Cygnus olor""",2
"""2022-11""","""JP""","""Grus japonensis""",2
"""2022-11""","""JP""","""Anas platyrhynchos""",2
"""2022-11""","""JP""","""Larus schistisagus""",2
"""2022-11""","""JP""","""Cygnus columbianus""",2
"""2022-11""","""ZA""","""Phalacrocorax capensis""",2
"""2022-11""","""BZ""","""Homo sapiens""",2
"""2022-11""","""CH""","""Cygnus olor""",1
"""2022-11""","""SE""","""Anser anser""",1
"""2022-11""","""GB""","""Uria aalge""",1
"""2022-11""","""GB""","""Milvus milvus""",1
"""2022-11""","""GB""","""Anas platyrhynchos""",1
"""2022-11""","""GB""","""Columba livia""",1
"""2022-11""","""GB""","""Strix aluco""",1
"""2022-11""","""GB""","""Tyto alba""",1
"""2022-11""","""IT""","""Ardea cinerea""",1
"""2022-11""","""IT""","""Streptopelia decaocto""",1
"""2022-11""","""IT""","""Anser anser""",1
"""2022-11""","""IT""","""Phoenicopterus roseus""",1
"""2022-11""","""IT""","""Mareca penelope""",1
"""2022-11""","""IT""","""Anas acuta""",1
"""2022-11""","""IT""","""Dendrocopos major""",1
"""2022-11""","""JP""","""Mareca penelope""",1
"""2022-11""","""JP""","""Ciconia boyciana""",1
"""2022-11""","""JP""","""Milvus migrans""",1
"""2022-11""","""JP""","""Haliaeetus albicilla""",1
"""2022-11""","""JP""","""Cygnus olor""",1
"""2022-11""","""JP""","""Anas acuta""",1
"""2022-11""","""US""","""Lontra canadensis""",1
"""2022-11""","""US""","""Ursus arctos""",1
"""2022-11""","""IL""","""Calidris alpina""",1
"""2022-11""","""CY""","""Anas platyrhynchos""",1
"""2022-11""","""PT""","""Ardea cinerea""",1
"""2022-12""","""MX""","""Aves""",535520
"""2022-12""","""PL""","""Aves""",345399
"""2022-12""","""FR""","""Homo sapiens""",105222
"""2022-12""","""CA""","""Homo sapiens""",92464
"""2022-12""","""TW""","""Aves""",80116
"""2022-12""","""HU""","""Aves""",76941
"""2022-12""","""CH""","""Homo sapiens""",63906
"""2022-12""","""FR""","""Homo sapiens""",52752
"""2022-12""","""SE""","""Homo sapiens""",49032
"""2022-12""","""CA""","""Homo sapiens""",46232
"""2022-12""","""ZA""","""Homo sapiens""",43760
"""2022-12""","""ZW""","""Homo sapiens""",35074
"""2022-12""","""EC""","""Aves""",34660
"""2022-12""","""CH""","""Homo sapiens""",32172
"""2022-12""","""SE""","""Homo sapiens""",24537
"""2022-12""","""US""","""Homo sapiens""",23489
"""2022-12""","""ZA""","""Homo sapiens""",21960
"""2022-12""","""IT""","""Aves""",21595
"""2022-12""","""IT""","""Homo sapiens""",18684
"""2022-12""","""ZW""","""Homo sapiens""",17584
"""2022-12""","""DK""","""Homo sapiens""",17324
"""2022-12""","""UA""","""Homo sapiens""",17266
"""2022-12""","""PT""","""Homo sapiens""",16332
"""2022-12""","""AT""","""Homo sapiens""",16023
"""2022-12""","""NO""","""Homo sapiens""",15298
"""2022-12""","""NL""","""Homo sapiens""",14194
"""2022-12""","""ES""","""Homo sapiens""",13648
"""2022-12""","""IN""","""Aves""",12895
"""2022-12""","""US""","""Homo sapiens""",12048
"""2022-12""","""DE""","""Aves""",11452
"""2022-12""","""CZ""","""Homo sapiens""",11433
"""2022-12""","""IT""","""Homo sapiens""",9365
"""2022-12""","""PL""","""Homo sapiens""",9294
"""2022-12""","""MX""","""Homo sapiens""",9208
"""2022-12""","""DK""","""Homo sapiens""",8752
"""2022-12""","""UA""","""Homo sapiens""",8728
"""2022-12""","""PT""","""Homo sapiens""",8274
"""2022-12""","""GB""","""Aves""",7871
"""2022-12""","""NO""","""Homo sapiens""",7677
"""2022-12""","""NL""","""Homo sapiens""",7184
"""2022-12""","""ES""","""Homo sapiens""",6824
"""2022-12""","""SI""","""Homo sapiens""",6708
"""2022-12""","""QA""","""Homo sapiens""",6080
"""2022-12""","""LT""","""Homo sapiens""",5958
"""2022-12""","""JP""","""Aves""",5917
"""2022-12""","""BD""","""Homo sapiens""",5864
"""2022-12""","""CZ""","""Homo sapiens""",5787
"""2022-12""","""IE""","""Homo sapiens""",5628
"""2022-12""","""HR""","""Homo sapiens""",5235
"""2022-12""","""PH""","""Homo sapiens""",4700
"""2022-12""","""MX""","""Homo sapiens""",4604
"""2022-12""","""PL""","""Homo sapiens""",4434
"""2022-12""","""CL""","""Homo sapiens""",3662
"""2022-12""","""SI""","""Homo sapiens""",3354
"""2022-12""","""TR""","""Homo sapiens""",3198
"""2022-12""","""SK""","""Homo sapiens""",3150
"""2022-12""","""QA""","""Homo sapiens""",3040
"""2022-12""","""BY""","""Homo sapiens""",3033
"""2022-12""","""LT""","""Homo sapiens""",3024
"""2022-12""","""BD""","""Homo sapiens""",2932
"""2022-12""","""BY""","""Homo sapiens""",2896
"""2022-12""","""IE""","""Homo sapiens""",2814
"""2022-12""","""HR""","""Homo sapiens""",2616
"""2022-12""","""MY""","""Homo sapiens""",2331
"""2022-12""","""MY""","""Homo sapiens""",2331
"""2022-12""","""PH""","""Homo sapiens""",2330
"""2022-12""","""LV""","""Homo sapiens""",2292
"""2022-12""","""DE""","""Homo sapiens""",2278
"""2022-12""","""DE""","""Homo sapiens""",2278
"""2022-12""","""AR""","""Homo sapiens""",2184
"""2022-12""","""CN""","""Homo sapiens""",2175
"""2022-12""","""LU""","""Homo sapiens""",2172
"""2022-12""","""IL""","""Homo sapiens""",1884
"""2022-12""","""RO""","""Homo sapiens""",1836
"""2022-12""","""CZ""","""Aves""",1717
"""2022-12""","""EE""","""Homo sapiens""",1648
"""2022-12""","""CL""","""Homo sapiens""",1532
"""2022-12""","""TR""","""Homo sapiens""",1462
"""2022-12""","""EG""","""Homo sapiens""",1372
"""2022-12""","""EG""","""Homo sapiens""",1372
"""2022-12""","""TN""","""Homo sapiens""",1242
"""2022-12""","""TN""","""Homo sapiens""",1242
"""2022-12""","""GE""","""Homo sapiens""",1179
"""2022-12""","""EE""","""Homo sapiens""",1168
"""2022-12""","""LV""","""Homo sapiens""",1146
"""2022-12""","""AR""","""Homo sapiens""",1138
"""2022-12""","""IL""","""Homo sapiens""",1044
"""2022-12""","""LU""","""Homo sapiens""",1041
"""2022-12""","""MT""","""Homo sapiens""",973
"""2022-12""","""RO""","""Homo sapiens""",921
"""2022-12""","""AU""","""Homo sapiens""",912
"""2022-12""","""PK""","""Homo sapiens""",854
"""2022-12""","""PK""","""Homo sapiens""",854
"""2022-12""","""KZ""","""Homo sapiens""",850
"""2022-12""","""ES""","""Aves""",800
"""2022-12""","""MT""","""Homo sapiens""",764
"""2022-12""","""IQ""","""Homo sapiens""",736
"""2022-12""","""BH""","""Homo sapiens""",696
"""2022-12""","""IQ""","""Homo sapiens""",692
"""2022-12""","""MA""","""Homo sapiens""",668
"""2022-12""","""TJ""","""Homo sapiens""",608
"""2022-12""","""GR""","""Homo sapiens""",606
"""2022-12""","""IS""","""Homo sapiens""",564
"""2022-12""","""IS""","""Homo sapiens""",564
"""2022-12""","""IL""","""Aves""",550
"""2022-12""","""MG""","""Homo sapiens""",537
"""2022-12""","""MG""","""Homo sapiens""",537
"""2022-12""","""EC""","""Homo sapiens""",498
"""2022-12""","""AU""","""Homo sapiens""",456
"""2022-12""","""PY""","""Homo sapiens""",444
"""2022-12""","""AL""","""Homo sapiens""",438
"""2022-12""","""SA""","""Homo sapiens""",428
"""2022-12""","""KZ""","""Homo sapiens""",424
"""2022-12""","""AF""","""Homo sapiens""",396
"""2022-12""","""ET""","""Homo sapiens""",380
"""2022-12""","""RS""","""Homo sapiens""",372
"""2022-12""","""RS""","""Homo sapiens""",357
"""2022-12""","""SA""","""Homo sapiens""",356
"""2022-12""","""BH""","""Homo sapiens""",348
"""2022-12""","""PE""","""Homo sapiens""",338
"""2022-12""","""MA""","""Homo sapiens""",334
"""2022-12""","""KG""","""Homo sapiens""",324
"""2022-12""","""KG""","""Homo sapiens""",324
"""2022-12""","""HU""","""Homo sapiens""",306
"""2022-12""","""LB""","""Homo sapiens""",300
"""2022-12""","""ET""","""Homo sapiens""",286
"""2022-12""","""MN""","""Homo sapiens""",282
"""2022-12""","""LK""","""Homo sapiens""",280
"""2022-12""","""JP""","""Grus monacha""",258
"""2022-12""","""JP""","""Homo sapiens""",256
"""2022-12""","""NE""","""Homo sapiens""",256
"""2022-12""","""FI""","""Homo sapiens""",250
"""2022-12""","""SG""","""Homo sapiens""",243
"""2022-12""","""GE""","""Homo sapiens""",243
"""2022-12""","""PY""","""Homo sapiens""",236
"""2022-12""","""JO""","""Homo sapiens""",228
"""2022-12""","""JO""","""Homo sapiens""",228
"""2022-12""","""AE""","""Homo sapiens""",222
"""2022-12""","""AM""","""Homo sapiens""",218
"""2022-12""","""MN""","""Homo sapiens""",216
"""2022-12""","""CO""","""Homo sapiens""",214
"""2022-12""","""CO""","""Homo sapiens""",203
"""2022-12""","""AE""","""Homo sapiens""",198
"""2022-12""","""CO""","""Aves""",197
"""2022-12""","""BE""","""Aves""",195
"""2022-12""","""SG""","""Homo sapiens""",195
"""2022-12""","""SK""","""Homo sapiens""",186
"""2022-12""","""BG""","""Homo sapiens""",183
"""2022-12""","""LB""","""Homo sapiens""",180
"""2022-12""","""BG""","""Homo sapiens""",177
"""2022-12""","""HU""","""Homo sapiens""",171
"""2022-12""","""PA""","""Homo sapiens""",168
"""2022-12""","""FI""","""Homo sapiens""",164
"""2022-12""","""BE""","""Homo sapiens""",159
"""2022-12""","""LK""","""Homo sapiens""",156
"""2022-12""","""BR""","""Homo sapiens""",156
"""2022-12""","""IN""","""Homo sapiens""",153
"""2022-12""","""IN""","""Homo sapiens""",153
"""2022-12""","""BE""","""Homo sapiens""",153
"""2022-12""","""BR""","""Homo sapiens""",141
"""2022-12""","""MZ""","""Homo sapiens""",132
"""2022-12""","""MZ""","""Homo sapiens""",132
"""2022-12""","""PE""","""Homo sapiens""",126
"""2022-12""","""TH""","""Homo sapiens""",126
"""2022-12""","""EC""","""Homo sapiens""",123
"""2022-12""","""HT""","""Homo sapiens""",112
"""2022-12""","""UZ""","""Homo sapiens""",108
"""2022-12""","""OM""","""Homo sapiens""",94
"""2022-12""","""TH""","""Homo sapiens""",90
"""2022-12""","""AF""","""Homo sapiens""",84
"""2022-12""","""AM""","""Homo sapiens""",82
"""2022-12""","""GT""","""Homo sapiens""",80
"""2022-12""","""BT""","""Homo sapiens""",76
"""2022-12""","""DZ""","""Homo sapiens""",68
"""2022-12""","""GR""","""Homo sapiens""",66
"""2022-12""","""CL""","""Sula variegata""",58
"""2022-12""","""FJ""","""Homo sapiens""",57
"""2022-12""","""ME""","""Homo sapiens""",53
"""2022-12""","""AL""","""Homo sapiens""",51
"""2022-12""","""NP""","""Homo sapiens""",46
"""2022-12""","""GH""","""Homo sapiens""",46
"""2022-12""","""ME""","""Homo sapiens""",41
"""2022-12""","""GB""","""Cygnus olor""",40
"""2022-12""","""UZ""","""Homo sapiens""",39
"""2022-12""","""KH""","""Homo sapiens""",36
"""2022-12""","""NP""","""Homo sapiens""",36
"""2022-12""","""GB""","""Branta canadensis""",35
"""2022-12""","""KE""","""Homo sapiens""",33
"""2022-12""","""DZ""","""Homo sapiens""",32
"""2022-12""","""GB""","""Chroicocephalus ridibundus""",32
"""2022-12""","""JP""","""Homo sapiens""",28
"""2022-12""","""GB""","""Anser anser""",27
"""2022-12""","""DO""","""Homo sapiens""",26
"""2022-12""","""DO""","""Homo sapiens""",26
"""2022-12""","""GB""","""Anser brachyrhynchus""",22
"""2022-12""","""ID""","""Homo sapiens""",21
"""2022-12""","""ID""","""Homo sapiens""",21
"""2022-12""","""CL""","""Aves""",20
"""2022-12""","""UY""","""Homo sapiens""",18
"""2022-12""","""TM""","""Homo sapiens""",18
"""2022-12""","""MU""","""Homo sapiens""",18
"""2022-12""","""PA""","""Homo sapiens""",16
"""2022-12""","""JP""","""Antigone vipio""",15
"""2022-12""","""JM""","""Homo sapiens""",15
"""2022-12""","""BZ""","""Homo sapiens""",12
"""2022-12""","""CL""","""Laridae""",12
"""2022-12""","""GN""","""Homo sapiens""",12
"""2022-12""","""GB""","""Sterna hirundo""",12
"""2022-12""","""JM""","""Homo sapiens""",12
"""2022-12""","""MX""","""Anser caerulescens caerulescens""",10
"""2022-12""","""CL""","""Leucophaeus modestus""",10
"""2022-12""","""GB""","""Larus argentatus""",9
"""2022-12""","""NI""","""Homo sapiens""",9
"""2022-12""","""ZM""","""Homo sapiens""",8
"""2022-12""","""CL""","""Phalacrocorax carbo""",8
"""2022-12""","""JP""","""Cygnus olor""",7
"""2022-12""","""GB""","""Columba livia""",6
"""2022-12""","""JP""","""Corvus macrorhynchos""",6
"""2022-12""","""UY""","""Homo sapiens""",6
"""2022-12""","""TG""","""Homo sapiens""",6
"""2022-12""","""HN""","""Homo sapiens""",6
"""2022-12""","""AT""","""Cygnus olor""",5
"""2022-12""","""IT""","""Mareca penelope""",5
"""2022-12""","""CL""","""Larus dominicanus""",5
"""2022-12""","""IE""","""Cygnus olor""",5
"""2022-12""","""CL""","""Cathartes aura""",4
"""2022-12""","""CL""","""Phalacrocorax brasilianus""",4
"""2022-12""","""CL""","""Larosterna inca""",4
"""2022-12""","""GB""","""Accipiter nisus""",4
"""2022-12""","""IT""","""Anas crecca""",4
"""2022-12""","""VE""","""Homo sapiens""",4
"""2022-12""","""MU""","""Homo sapiens""",4
"""2022-12""","""UG""","""Homo sapiens""",4
"""2022-12""","""SR""","""Homo sapiens""",3
"""2022-12""","""IT""","""Cygnus olor""",3
"""2022-12""","""JP""","""Haliaeetus albicilla""",3
"""2022-12""","""US""","""Vulpes vulpes""",3
"""2022-12""","""CL""","""Stercorarius chilensis""",3
"""2022-12""","""AZ""","""Homo sapiens""",3
"""2022-12""","""SV""","""Homo sapiens""",2
"""2022-12""","""SE""","""Cygnus olor""",2
"""2022-12""","""GB""","""Falco sparverius""",2
"""2022-12""","""GB""","""Larus fuscus graellsii""",2
"""2022-12""","""GB""","""Accipiter gentilis""",2
"""2022-12""","""IT""","""Falco tinnunculus""",2
"""2022-12""","""US""","""Felis catus""",2
"""2022-12""","""CL""","""Sterna hirundinacea""",2
"""2022-12""","""CL""","""Coragyps atratus""",2
"""2022-12""","""CL""","""Phalacrocorax gaimardi""",2
"""2022-12""","""CL""","""Thalasseus elegans""",2
"""2022-12""","""RU""","""Aves""",2
"""2022-12""","""EC""","""Chroicocephalus ridibundus""",1
"""2022-12""","""EC""","""Sula nebouxii""",1
"""2022-12""","""HK""","""Platalea minor""",1
"""2022-12""","""IL""","""Anas platyrhynchos""",1
"""2022-12""","""CL""","""Calidris alba""",1
"""2022-12""","""CH""","""Chroicocephalus ridibundus""",1
"""2022-12""","""CH""","""Cygnus olor""",1
"""2022-12""","""MX""","""Quiscalus mexicanus""",1
"""2022-12""","""SI""","""Cygnus olor""",1
"""2022-12""","""GB""","""Branta leucopsis""",1
"""2022-12""","""GB""","""Tyto alba""",1
"""2022-12""","""IT""","""Chroicocephalus ridibundus""",1
"""2022-12""","""IT""","""Anas platyrhynchos""",1
"""2022-12""","""IT""","""Aix galericulata""",1
"""2022-12""","""IT""","""Anser albifrons""",1
"""2022-12""","""IT""","""Phoenicopterus roseus""",1
"""2022-12""","""JP""","""Phoenicopterus chilensis""",1
"""2022-12""","""JP""","""Ardea cinerea""",1
"""2022-12""","""JP""","""Haliaeetus pelagicus""",1
"""2022-12""","""JP""","""Anas platyrhynchos""",1
"""2022-12""","""JP""","""Accipiter gentilis""",1
"""2022-12""","""JP""","""Aythya marila""",1
"""2022-12""","""JP""","""Platalea minor""",1
"""2022-12""","""US""","""Lynx rufus""",1
"""2022-12""","""US""","""Mephitis mephitis""",1
"""2022-12""","""US""","""Ursus arctos""",1
"""2022-2""","""FR""","""Homo sapiens""",23340
"""2022-2""","""CN""","""Homo sapiens""",19434
"""2022-2""","""FR""","""Homo sapiens""",11739
"""2022-2""","""CH""","""Homo sapiens""",10668
"""2022-2""","""ZA""","""Homo sapiens""",9598
"""2022-2""","""ZW""","""Homo sapiens""",7780
"""2022-2""","""AR""","""Homo sapiens""",7708
"""2022-2""","""IT""","""Homo sapiens""",4550
"""2022-2""","""ZA""","""Homo sapiens""",4439
"""2022-2""","""CH""","""Homo sapiens""",4245
"""2022-2""","""ZW""","""Homo sapiens""",3913
"""2022-2""","""DK""","""Homo sapiens""",3636
"""2022-2""","""ES""","""Homo sapiens""",3442
"""2022-2""","""HR""","""Homo sapiens""",2442
"""2022-2""","""PT""","""Homo sapiens""",2304
"""2022-2""","""NL""","""Homo sapiens""",1804
"""2022-2""","""US""","""Homo sapiens""",1789
"""2022-2""","""BE""","""Homo sapiens""",1542
"""2022-2""","""HU""","""Homo sapiens""",1446
"""2022-2""","""IN""","""Aves""",1376
"""2022-2""","""AR""","""Homo sapiens""",1192
"""2022-2""","""DK""","""Homo sapiens""",1016
"""2022-2""","""NL""","""Homo sapiens""",906
"""2022-2""","""NO""","""Homo sapiens""",870
"""2022-2""","""BE""","""Homo sapiens""",789
"""2022-2""","""MZ""","""Homo sapiens""",756
"""2022-2""","""PT""","""Homo sapiens""",744
"""2022-2""","""IT""","""Homo sapiens""",716
"""2022-2""","""SI""","""Homo sapiens""",708
"""2022-2""","""AU""","""Homo sapiens""",644
"""2022-2""","""MX""","""Homo sapiens""",564
"""2022-2""","""SE""","""Homo sapiens""",549
"""2022-2""","""BR""","""Homo sapiens""",534
"""2022-2""","""US""","""Homo sapiens""",532
"""2022-2""","""CL""","""Homo sapiens""",524
"""2022-2""","""IE""","""Homo sapiens""",472
"""2022-2""","""RO""","""Homo sapiens""",381
"""2022-2""","""HU""","""Homo sapiens""",369
"""2022-2""","""MY""","""Homo sapiens""",360
"""2022-2""","""LU""","""Homo sapiens""",354
"""2022-2""","""FJ""","""Homo sapiens""",330
"""2022-2""","""AU""","""Homo sapiens""",322
"""2022-2""","""RS""","""Homo sapiens""",306
"""2022-2""","""ZA""","""Aves""",296
"""2022-2""","""AL""","""Homo sapiens""",285
"""2022-2""","""PH""","""Homo sapiens""",282
"""2022-2""","""NI""","""Homo sapiens""",279
"""2022-2""","""PK""","""Homo sapiens""",252
"""2022-2""","""PK""","""Homo sapiens""",252
"""2022-2""","""ES""","""Homo sapiens""",234
"""2022-2""","""MZ""","""Homo sapiens""",232
"""2022-2""","""BD""","""Homo sapiens""",232
"""2022-2""","""AT""","""Homo sapiens""",228
"""2022-2""","""TL""","""Homo sapiens""",224
"""2022-2""","""ME""","""Homo sapiens""",212
"""2022-2""","""PE""","""Homo sapiens""",184
"""2022-2""","""PA""","""Homo sapiens""",172
"""2022-2""","""GF""","""Homo sapiens""",171
"""2022-2""","""UG""","""Homo sapiens""",146
"""2022-2""","""CZ""","""Homo sapiens""",135
"""2022-2""","""LU""","""Homo sapiens""",132
"""2022-2""","""TN""","""Homo sapiens""",123
"""2022-2""","""DE""","""Homo sapiens""",120
"""2022-2""","""PY""","""Homo sapiens""",116
"""2022-2""","""CA""","""Homo sapiens""",116
"""2022-2""","""EE""","""Homo sapiens""",102
"""2022-2""","""RS""","""Aves""",95
"""2022-2""","""MX""","""Homo sapiens""",90
"""2022-2""","""BT""","""Homo sapiens""",88
"""2022-2""","""CR""","""Homo sapiens""",88
"""2022-2""","""NO""","""Homo sapiens""",79
"""2022-2""","""ET""","""Homo sapiens""",60
"""2022-2""","""BG""","""Homo sapiens""",48
"""2022-2""","""KE""","""Homo sapiens""",48
"""2022-2""","""CA""","""Homo sapiens""",46
"""2022-2""","""PH""","""Homo sapiens""",45
"""2022-2""","""QA""","""Homo sapiens""",44
"""2022-2""","""IS""","""Homo sapiens""",42
"""2022-2""","""EC""","""Homo sapiens""",42
"""2022-2""","""HT""","""Homo sapiens""",42
"""2022-2""","""IE""","""Homo sapiens""",42
"""2022-2""","""BD""","""Homo sapiens""",40
"""2022-2""","""GF""","""Homo sapiens""",39
"""2022-2""","""UA""","""Homo sapiens""",34
"""2022-2""","""LV""","""Homo sapiens""",33
"""2022-2""","""LK""","""Homo sapiens""",32
"""2022-2""","""SG""","""Homo sapiens""",30
"""2022-2""","""MG""","""Homo sapiens""",30
"""2022-2""","""GT""","""Homo sapiens""",28
"""2022-2""","""SV""","""Homo sapiens""",28
"""2022-2""","""EG""","""Homo sapiens""",28
"""2022-2""","""PH""","""Aves""",25
"""2022-2""","""QA""","""Homo sapiens""",24
"""2022-2""","""TN""","""Homo sapiens""",24
"""2022-2""","""DE""","""Homo sapiens""",22
"""2022-2""","""AE""","""Homo sapiens""",22
"""2022-2""","""TR""","""Homo sapiens""",22
"""2022-2""","""IL""","""Homo sapiens""",21
"""2022-2""","""AT""","""Homo sapiens""",21
"""2022-2""","""TG""","""Homo sapiens""",18
