yearMonth,species,class,monthlyCases
"""2023-2""","""Fringilla coelebs""","""Aves""",1
"""2023-2""","""Garrulus glandarius""","""Aves""",1
"""2023-2""","""Mephitis mephitis""",null,0
"""2023-2""","""Puma""",null,0
"""2023-3""","""Aves""",null,218499
"""2023-3""","""Cygnus olor""","""Aves""",343
"""2023-3""","""Thalasseus maximus""","""Aves""",336
"""2023-3""","""Chroicocephalus ridibundus""","""Aves""",267
"""2023-3""","""Corvus macrorhynchos""","""Aves""",22
"""2023-3""","""Puma""","""Mammalia""",6
"""2023-3""","""Mephitis mephitis""","""Mammalia""",6
"""2023-3""","""Ciconia ciconia""","""Aves""",5
"""2023-3""","""Passer montanus""","""Aves""",5
"""2023-3""","""Anser brachyrhynchus""","""Aves""",4
"""2023-3""","""Vulpes vulpes""","""Mammalia""",4
"""2023-3""","""Larus argentatus""","""Aves""",3
"""2023-3""","""Corvus corone""","""Aves""",3
"""2023-3""","""Branta leucopsis""","""Aves""",2
"""2023-3""","""Larus cachinnans""","""Aves""",2
"""2023-3""","""Podiceps cristatus""","""Aves""",2
"""2023-3""","""Accipiter nisus""","""Aves""",2
"""2023-3""","""Haematopus ostralegus""","""Aves""",2
"""2023-3""","""Falco tinnunculus""","""Aves""",2
"""2023-3""","""Larus michahellis atlantis""","""Aves""",2
"""2023-3""","""Haliaeetus albicilla""","""Aves""",2
"""2023-3""","""Felis catus""","""Mammalia""",2
"""2023-3""","""Anas platyrhynchos""","""Aves""",1
"""2023-3""","""Halichoerus grypus""","""Mammalia""",1
"""2023-3""","""Anser anser""","""Aves""",1
"""2023-3""","""Coloeus monedula""","""Aves""",1
"""2023-3""","""Bubo bubo""","""Aves""",1
"""2023-3""","""Coscoroba coscoroba""","""Aves""",1
"""2023-3""","""Caracara""","""Aves""",1
"""2023-3""","""Sterna hirundinacea""","""Aves""",1
"""2023-3""","""Stercorarius chilensis""","""Aves""",1
"""2023-3""","""Sterna hirundo""","""Aves""",1
"""2023-3""","""Tachybaptus ruficollis""","""Aves""",1
"""2023-3""","""Milvus milvus""","""Aves""",1
"""2023-3""","""Phalacrocorax carbo""","""Aves""",1
"""2023-3""","""Ichthyaetus ichthyaetus""","""Aves""",1
"""2023-3""","""Egretta garzetta""","""Aves""",1
"""2023-3""","""Accipiter gentilis""","""Aves""",1
"""2023-3""","""Pekania pennanti""","""Mammalia""",1
"""2023-3""","""Martes americana""","""Mammalia""",1
"""2023-3""","""Canis lupus familiaris""","""Mammalia""",1
"""2023-4""","""Aves""",null,682223
"""2023-4""","""Chroicocephalus ridibundus""","""Aves""",121
"""2023-4""","""Cygnus melancoryphus""","""Aves""",27
"""2023-4""","""Vulpes vulpes""","""Mammalia""",23
"""2023-4""","""Enicognathus leptorhynchus""","""Aves""",16
"""2023-4""","""Chroicocephalus brunnicephalus""","""Aves""",15
"""2023-4""","""Corvus macrorhynchos""","""Aves""",6
"""2023-4""","""Canis lupus familiaris""","""Mammalia""",5
"""2023-4""","""Chloephaga picta""","""Aves""",4
"""2023-4""","""Larus argentatus""","""Aves""",4
"""2023-4""","""Puma""","""Mammalia""",3
"""2023-4""","""Ciconia ciconia""","""Aves""",1
"""2023-4""","""Bubo bubo""","""Aves""",1
"""2023-4""","""Gelochelidon nilotica""","""Aves""",1
"""2023-4""","""Platalea minor""","""Aves""",1
"""2023-4""","""Cygnus olor""","""Aves""",1
"""2023-4""","""Passer domesticus""","""Aves""",1
"""2023-4""","""Coscoroba coscoroba""","""Aves""",1
"""2023-4""","""Stercorarius chilensis""","""Aves""",1
"""2023-4""","""Accipiter gentilis""","""Aves""",1
"""2023-4""","""Branta canadensis""","""Aves""",1
"""2023-4""","""Milvus milvus""","""Aves""",1
"""2023-4""","""Falco tinnunculus""","""Aves""",1
"""2023-4""","""Pekania pennanti""","""Mammalia""",1
"""2023-4""","""Mephitis mephitis""","""Mammalia""",1
"""2023-5""","""Aves""",null,123825
"""2023-5""","""Chroicocephalus ridibundus""","""Aves""",386
"""2023-5""","""Cygnus melancoryphus""","""Aves""",101
"""2023-5""","""Sterna hirundo""","""Aves""",93
"""2023-5""","""Chroicocephalus brunnicephalus""","""Aves""",64
"""2023-5""","""Larus argentatus""","""Aves""",19
"""2023-5""","""Vulpes vulpes""","""Mammalia""",6
"""2023-5""","""Podiceps cristatus""","""Aves""",2
"""2023-5""","""Haematopus ostralegus""","""Aves""",2
"""2023-5""","""Sula nebouxii""","""Aves""",2
"""2023-5""","""Anas platyrhynchos""","""Aves""",2
"""2023-5""","""Thalasseus sandvicensis""","""Aves""",2
"""2023-5""","""Bos taurus""","""Mammalia""",1
"""2023-5""","""Thalasseus maximus""","""Aves""",1
"""2023-5""","""Megascops choliba""","""Aves""",1
"""2023-5""","""Phalacrocorax brasilianus""","""Aves""",1
"""2023-5""","""Chroicocephalus cirrocephalus""","""Aves""",1
"""2023-5""","""Sula leucogaster""","""Aves""",1
"""2023-5""","""Larus canus""","""Aves""",1
"""2023-5""","""Cygnus olor""","""Aves""",1
"""2023-5""","""Martes martes""","""Mammalia""",1
"""2023-5""","""Pica pica""","""Aves""",1
"""2023-5""","""Larus fuscus graellsii""","""Aves""",1
"""2023-5""","""Larus michahellis atlantis""","""Aves""",1
"""2023-5""","""Gallinula chloropus""","""Aves""",1
"""2023-5""","""Mephitis mephitis""","""Mammalia""",1
"""2023-6""","""Aves""",null,296466
"""2023-6""","""Chroicocephalus ridibundus""","""Aves""",139
"""2023-6""","""Thalasseus sandvicensis""","""Aves""",57
"""2023-6""","""Rissa tridactyla""","""Aves""",42
"""2023-6""","""Sterna hirundo""","""Aves""",30
"""2023-6""","""Thalasseus maximus""","""Aves""",21
"""2023-6""","""Chroicocephalus genei""","""Aves""",18
"""2023-6""","""Larus argentatus""","""Aves""",9
"""2023-6""","""Larus canus""","""Aves""",4
"""2023-6""","""Phalacrocorax carbo""","""Aves""",3
"""2023-6""","""Sternula albifrons""","""Aves""",3
"""2023-6""","""Somateria mollissima""","""Aves""",2
"""2023-6""","""Caracara plancus""","""Aves""",2
"""2023-6""","""Sterna hirundinacea""","""Aves""",2
"""2023-6""","""Larus marinus""","""Aves""",2
"""2023-6""","""Vulpes vulpes""","""Mammalia""",2
"""2023-6""","""Milvus milvus""","""Aves""",2
"""2023-6""","""Haliaeetus albicilla""","""Aves""",2
"""2023-6""","""Chroicocephalus maculipennis""","""Aves""",1
"""2023-6""","""Buteogallus urubitinga""","""Aves""",1
"""2023-6""","""Rupornis magnirostris""","""Aves""",1
"""2023-6""","""Ciconia ciconia""","""Aves""",1
"""2023-6""","""Uria aalge""","""Aves""",1
"""2023-6""","""Larus fuscus graellsii""","""Aves""",1
"""2023-6""","""Sterna dougallii""","""Aves""",1
"""2023-6""","""Ichthyaetus melanocephalus""","""Aves""",1
"""2023-6""","""Larus michahellis atlantis""","""Aves""",1
"""2023-6""","""Passer domesticus""","""Aves""",0
"""2023-7""","""Aves""",null,2672
"""2023-7""","""Chroicocephalus ridibundus""","""Aves""",51
"""2023-7""","""Rissa tridactyla""","""Aves""",8
"""2023-7""","""Thalasseus maximus""","""Aves""",2
"""2023-7""","""Sterna hirundo""","""Aves""",2
"""2023-7""","""Larus canus""","""Aves""",1
"""2023-7""","""Larus argentatus""","""Aves""",1
"""2023-7""","""Uria aalge""","""Aves""",1
"""2023-7""","""Phoenicopterus chilensis""",null,0
