uq
"""US-Cervus canadensis nannodes-Trichostrongylus axei"""
"""BY-Cervus elaphus-Trichuris ovis"""
"""ES-Cervus elaphus hispanicus-Trichuris ovis"""
"""PL-Cervus elaphus-Varestrongylus sagittatus"""
"""BG-Cervus elaphus-Varestrongylus sagittatus"""
"""US-Cervus elaphus-Bovine alphaherpesvirus 1"""
"""CA-Cervus canadensis canadensis-Bovine alphaherpesvirus 1"""
"""NO-Cervus elaphus-Bovine alphaherpesvirus 1"""
"""US-Cervus elaphus-Vesicular stomatitis Indiana virus"""
"""US-Cervus elaphus-Vesicular stomatitis New Jersey virus"""
"""NO-Cervus elaphus-Yersinia enterocolitica"""
"""NO-Cervus elaphus-Yersinia pseudotuberculosis"""
"""US-Cervus nippon-Amblyomma americanum"""
"""IE-Cervus nippon-Borreliella burgdorferi"""
"""US-Cervus nippon-Haematopinus suis"""
"""US-Cervus nippon-Lipoptena mazamae"""
"""US-Cervus nippon-Oesophagostomum venulosum"""
"""DK-Cervus nippon-Pasteurella multocida"""
"""US-Cervus nippon-Theileria cervi"""
"""BR-Chiropotes chiropotes-Plasmodium brasilianum"""
"""UG-Chlorocebus aethiops-Simian T-lymphotropic virus 1"""
"""KE-Chlorocebus aethiops-Schistosoma mansoni"""
"""TZ-Chlorocebus pygerythrus-Entamoeba coli"""
"""BR-Chrysocyon brachyurus-Amblyomma aureolatum"""
"""BR-Chrysocyon brachyurus-Amblyomma brasiliense"""
"""BR-Chrysocyon brachyurus-Amblyomma cajennense"""
"""BR-Chrysocyon brachyurus-Amblyomma ovale"""
"""BR-Chrysocyon brachyurus-Amblyomma parvum"""
"""BR-Chrysocyon brachyurus-Amblyomma tigrinum"""
"""BR-Chrysocyon brachyurus-Amblyomma triste"""
"""BR-Chrysocyon brachyurus-Dermacentor nitens"""
"""BR-Chrysocyon brachyurus-Rhipicephalus microplus"""
"""ZW-Civettictis civetta-Lyssavirus rabies"""
"""UG-Colobus guereza-Semliki Forest virus"""
"""UG-Colobus guereza-Entamoeba coli"""
"""UG-Colobus guereza-Dispar"""
"""UG-Colobus guereza-Entamoeba histolytica"""
"""CM-Colobus guereza-Simian immunodeficiency virus"""
"""UG-Colobus guereza-Strongyloides fuelleborni"""
"""SL-Colobus polykomos-Necator americanus"""
"""SL-Colobus polykomos-Trichuris trichiura"""
"""US-Conepatus leuconotus-Macracanthorhynchus ingens"""
"""US-Conepatus leuconotus-Mephitis"""
"""US-Conepatus leuconotus-Canis"""
"""US-Conepatus leuconotus-Pachysentis canicola"""
"""US-Conepatus leuconotus-Physaloptera rara"""
"""ZA-Connochaetes gnou-Hyalomma glabrum"""
"""ZA-Connochaetes gnou-Hyalomma turanicum"""
"""ZA-Connochaetes gnou-Hyalomma truncatum"""
"""ZA-Connochaetes gnou-Ixodes rubicundus"""
"""SZ-Connochaetes taurinus-Amblyomma hebraeum"""
"""ZA-Connochaetes taurinus-Amblyomma hebraeum"""
"""ZA-Connochaetes taurinus-Dictyocaulus viviparus"""
"""ZW-Connochaetes taurinus-Bovine ephemeral fever virus"""
"""TZ-Connochaetes taurinus-Bovine ephemeral fever virus"""
"""ZA-Connochaetes taurinus-Pachyscelis"""
"""BW-Connochaetes taurinus-Haemonchus bedfordi"""
"""ZA-Connochaetes taurinus-Haemonchus bedfordi"""
"""ZA-Connochaetes taurinus-Haemonchus contortus"""
"""ZW-Connochaetes taurinus-Hyalomma rufipes"""
"""SZ-Connochaetes taurinus-Hyalomma truncatum"""
"""ZA-Connochaetes taurinus-Hyalomma truncatum"""
"""ZW-Connochaetes taurinus-Leptospira interrogans serovar Autumnalis"""
"""ZA-Connochaetes taurinus-Linognathus spicatus"""
"""ZA-Connochaetes taurinus-Alcelaphine gammaherpesvirus 1"""
"""ZA-Connochaetes taurinus-Moniezia benedeni"""
"""ZA-Connochaetes taurinus-Moniezia expansa"""
"""TZ-Connochaetes taurinus-Mycobacterium tuberculosis variant bovis"""
"""ZA-Connochaetes taurinus-Neolinguatula nuttalli"""
"""ZW-Connochaetes taurinus-Bluetongue virus"""
"""TZ-Connochaetes taurinus-Bluetongue virus"""
"""TZ-Connochaetes taurinus-Akabane virus"""
"""ZW-Connochaetes taurinus-Bovine viral diarrhea virus 1"""
"""SZ-Connochaetes taurinus-Rhipicephalus appendiculatus"""
"""ZW-Connochaetes taurinus-Rhipicephalus appendiculatus"""
"""ZA-Connochaetes taurinus-Rhipicephalus appendiculatus"""
"""SZ-Connochaetes taurinus-Rhipicephalus decoloratus"""
"""ZW-Connochaetes taurinus-Rhipicephalus decoloratus"""
"""ZA-Connochaetes taurinus-Rhipicephalus decoloratus"""
"""SZ-Connochaetes taurinus-Rhipicephalus evertsi evertsi"""
"""ZA-Connochaetes taurinus-Rhipicephalus evertsi evertsi"""
"""SZ-Connochaetes taurinus-Rhipicephalus maculatus"""
"""KE-Connochaetes taurinus-Rhipicephalus pulchellus"""
"""ZA-Connochaetes taurinus-Rhipicephalus simus"""
"""ZA-Connochaetes taurinus-Rhipicephalus zambeziensis"""
"""TZ-Connochaetes taurinus-Bovine alphaherpesvirus 2"""
"""ZA-Connochaetes taurinus-Hepatica"""
"""ZW-Connochaetes taurinus-Toxoplasma gondii"""
"""ZA-Connochaetes taurinus-Trichostrongylus axei"""
"""ZA-Connochaetes taurinus-Trichostrongylus colubriformis"""
"""ZW-Connochaetes taurinus-Bovine alphaherpesvirus 1"""
"""TZ-Connochaetes taurinus-Bovine alphaherpesvirus 1"""
"""TZ-Crocuta crocuta-Gammacoronavirus"""
"""KE-Crocuta crocuta-Lyssavirus rabies"""
"""KE-Crocuta crocuta-Canine morbillivirus"""
"""TZ-Crocuta crocuta-Canine morbillivirus"""
"""ZA-Crocuta crocuta-Mycolicibacterium goodii"""
"""TZ-Crocuta crocuta-Trichinella nelsoni"""
"""UG-Crocuta crocuta-Trichinella spiralis"""
"""TH-Cuon alpinus-Amblyomma testudinarium"""
"""TH-Cuon alpinus-Haemaphysalis asiatica"""
"""TH-Cuon alpinus-Rhipicephalus haemaphysaloides"""
"""US-Dama dama-Amblyomma americanum"""
"""ES-Dama dama-Chlamydia abortus"""
"""US-Dama dama-Dermacentor albipictus"""
"""US-Dama dama-Haemonchus contortus"""
"""US-Dama dama-Ixodes scapularis"""
"""US-Dama dama-Oesophagostomum venulosum"""
"""ES-Dama dama-Ostertagia kolchida"""
"""DK-Dama dama-Pasteurella multocida subsp. multocida"""
"""ES-Dama dama-Spiculopteragia quadrispiculata"""
"""PL-Dama dama-Taenia hydatigena"""
"""SK-Dama dama-Taenia hydatigena"""
"""ZM-Damaliscus lunatus lunatus-Avitellina centripunctata"""
"""ZA-Damaliscus lunatus-Cooperia fuelleborni"""
"""ZW-Damaliscus lunatus-Ehrlichia ruminantium"""
"""ZW-Damaliscus lunatus-Bovine ephemeral fever virus"""
"""TZ-Damaliscus lunatus korrigum-Bovine ephemeral fever virus"""
"""ZM-Damaliscus lunatus lunatus-Pachyscelis"""
"""ZA-Damaliscus lunatus-Haemonchus bedfordi"""
"""ZA-Damaliscus lunatus-Haemonchus contortus"""
"""TZ-Damaliscus lunatus-Mycobacterium tuberculosis variant bovis"""
"""ZA-Damaliscus lunatus-Oesophagostomum columbianum"""
"""ZW-Damaliscus lunatus-Bluetongue virus"""
"""TZ-Damaliscus lunatus korrigum-Bluetongue virus"""
"""TZ-Damaliscus lunatus korrigum-Akabane virus"""
"""ZW-Damaliscus lunatus-Bovine viral diarrhea virus 1"""
"""TZ-Damaliscus lunatus korrigum-Bovine alphaherpesvirus 2"""
"""ZA-Damaliscus lunatus-Teladorsagia circumcincta"""
"""ZA-Damaliscus lunatus-Trichostrongylus colubriformis"""
"""ZW-Damaliscus lunatus-Bovine alphaherpesvirus 1"""
"""TZ-Damaliscus lunatus korrigum-Bovine alphaherpesvirus 1"""
"""ZA-Damaliscus pygargus dorcas-Haemonchus contortus"""
"""ZA-Damaliscus pygargus phillipsi-Haemonchus contortus"""
"""ZA-Damaliscus pygargus phillipsi-Moniezia expansa"""
"""ZW-Damaliscus pygargus-Crimean-Congo hemorrhagic fever orthonairovirus"""
"""ZA-Damaliscus pygargus dorcas-Nematodirus spathiger"""
"""ZA-Damaliscus pygargus phillipsi-Ostertagia ostertagi"""
"""ZA-Damaliscus pygargus dorcas-Rhipicephalus capensis"""
"""ZA-Damaliscus pygargus dorcas-Rhipicephalus evertsi evertsi"""
"""ZA-Damaliscus pygargus dorcas-Rhipicephalus glabroscutatus"""
"""ZA-Damaliscus pygargus phillipsi-Rhipicephalus glabroscutatus"""
"""ZA-Damaliscus pygargus dorcas-Teladorsagia circumcincta"""
"""ZA-Damaliscus pygargus dorcas-Trichostrongylus axei"""
"""ZA-Diceros bicornis-Amblyomma hebraeum"""
"""ZA-Diceros bicornis bicornis-Amblyomma hebraeum"""
"""ZW-Diceros bicornis-Amblyomma rhinocerotis"""
"""ZW-Diceros bicornis-Amblyomma sparsum"""
"""KE-Diceros bicornis michaeli-Cycloposthium bipalmatum"""
"""KE-Diceros bicornis michaeli-Cycloposthium edentatum"""
"""ZW-Diceros bicornis-Dermacentor rhinocerinus"""
"""KE-Diceros bicornis michaeli-Diplodinium dentatum"""
"""KE-Diceros bicornis michaeli-Diploplastron affine"""
"""KE-Diceros bicornis michaeli-Entodinium bursa"""
"""KE-Diceros bicornis michaeli-Entodinium dubardi"""
"""KE-Diceros bicornis michaeli-Entodinium furca"""
"""KE-Diceros bicornis michaeli-Epidinium caudatum"""
"""ZW-Diceros bicornis-Leptospira interrogans serovar Pomona"""
"""ZA-Diceros bicornis-Leptospira interrogans serovar Copenhageni"""
"""ZA-Diceros bicornis-Leptospira interrogans serovar Tarassovi"""
"""ZA-Diceros bicornis-Leptospira interrogans serovar Grippotyphosa"""
"""ZA-Diceros bicornis-Leptospira interrogans serovar Bratislava"""
"""KE-Diceros bicornis michaeli-Metadinium medium"""
"""ZW-Diceros bicornis-Crimean-Congo hemorrhagic fever orthonairovirus"""
"""ZA-Diceros bicornis-African horse sickness virus"""
"""ZA-Diceros bicornis-Bluetongue virus"""
"""ZA-Diceros bicornis-Epizootic hemorrhagic disease virus"""
"""ZA-Diceros bicornis-Akabane virus"""
"""KE-Diceros bicornis michaeli-Ostracodinium gracile"""
"""KE-Diceros bicornis michaeli-Ostracodinium trivesiculatum"""
"""ZW-Diceros bicornis-Bovine viral diarrhea virus 1"""
"""ZW-Diceros bicornis-Rift Valley fever virus"""
"""KE-Diceros bicornis michaeli-Polyplastron multivesiculatum"""
"""KE-Diceros bicornis-Rhinomusca dutoiti"""
"""KE-Diceros bicornis michaeli-Spirodinium equi"""
"""KE-Diceros bicornis michaeli-Tetratoxum parvum"""
"""ZA-Diceros bicornis-Theileria bicornis"""
"""ZW-Diceros bicornis-Toxoplasma gondii"""
"""KE-Diceros bicornis michaeli-Galea"""
"""KE-Diceros bicornis-Trypanosoma congolense"""
"""ZA-Diceros bicornis-Equid alphaherpesvirus 1"""
"""BR-Eira barbara-Amblyomma ovale"""
"""US-Enhydra lutris nereis-Bordetella bronchiseptica"""
"""US-Enhydra lutris nereis-Encephalomyocarditis virus"""
"""US-Enhydra lutris nereis-Clostridioides difficile"""
"""US-Enhydra lutris nereis-Clostridium perfringens"""
"""US-Enhydra lutris nereis-Coccidioides immitis"""
"""US-Enhydra lutris-Corynosoma enhydri"""
"""US-Enhydra lutris-Diphyllobothrium tetrapterum"""
"""US-Enhydra lutris nereis-Canicola"""
"""US-Enhydra lutris nereis-Leptospira interrogans serovar Pomona"""
"""US-Enhydra lutris-Neospora caninum"""
"""US-Enhydra lutris-Orthosplanchnus fraterculus"""
"""US-Enhydra lutris nereis-Plesiomonas shigelloides"""
"""US-Enhydra lutris-Pseudoterranova decipiens"""
"""US-Enhydra lutris-Sarcocystis neurona"""
"""US-Enhydra lutris nereis-Sarcocystis neurona"""
"""US-Enhydra lutris nereis-Streptococcus dysgalactiae subsp. equisimilis"""
"""US-Enhydra lutris nereis-Streptococcus phocae"""
"""US-Enhydra lutris nereis-Toxoplasma gondii"""
"""US-Enhydra lutris-Toxoplasma gondii"""
"""US-Enhydra lutris nereis-Vibrio alginolyticus"""
"""US-Enhydra lutris nereis-Vibrio cholerae"""
"""US-Enhydra lutris nereis-Vibrio fluvialis"""
"""US-Enhydra lutris nereis-Vibrio parahaemolyticus"""
"""ZA-Equus asinus-Coronocyclus coronatus"""
"""ZA-Equus asinus-Coronocyclus labiatus"""
"""ZA-Equus asinus-Coronocyclus labratus"""
"""ZA-Equus asinus-Cyathostomum catinatum"""
"""ZA-Equus asinus-Cyathostomum montgomeryi"""
"""ZA-Equus asinus-Cyathostomum pateratum"""
"""ZA-Equus asinus-Cyathostomum tetracanthum"""
"""ZA-Equus asinus-Leptostomum"""
"""ZA-Equus asinus-Habronema majus"""
"""ZA-Equus asinus-Habronema muscae"""
"""ZA-Equus asinus-Oxyuris equi"""
"""ZA-Equus asinus-Setaria equina"""
"""ZA-Equus asinus-Strongylus edentatus"""
"""ZA-Equus asinus-Strongylus equinus"""
"""ZA-Equus asinus-Strongylus vulgaris"""
"""ZA-Equus asinus-Triodontophorus serratus"""
"""ZA-Equus quagga burchellii-Amblyomma hebraeum"""
"""ZA-Equus quagga burchellii-Anoplocephala magna"""
"""ZA-Equus quagga burchellii-Anoplocephala perfoliata"""
"""UG-Equus quagga burchellii-Anoplocephala perfoliata"""
"""ZM-Equus quagga burchellii-Anoplocephala perfoliata"""
"""ZW-Equus quagga chapmani-Bacillus anthracis"""
"""ZA-Equus quagga burchellii-Viviparus"""
"""ZA-Equus quagga burchellii-Cyathostomum montgomeryi"""
"""ZM-Equus quagga burchellii-Cylicocyclus insigne"""
"""ZM-Equus quagga burchellii-Gasterophilus nasalis"""
"""ZM-Equus quagga burchellii-Gasterophilus pecorum"""
"""ZW-Equus quagga burchellii-Hyalomma rufipes"""
"""ZW-Equus quagga burchellii-Hyalomma truncatum"""
"""ZW-Equus quagga burchellii-Leptospira interrogans serovar Autumnalis"""
"""ZW-Equus quagga burchellii-Leptospira interrogans serovar Ballum"""
"""ZW-Equus quagga burchellii-Crimean-Congo hemorrhagic fever orthonairovirus"""
"""ZA-Equus quagga burchellii-African horse sickness virus"""
"""TZ-Equus quagga burchellii-African horse sickness virus"""
"""UG-Equus quagga burchellii-Oxyuris equi"""
"""ZA-Equus quagga burchellii-Parascaris equorum"""
"""UG-Equus quagga burchellii-Parascaris equorum"""
"""ZW-Equus quagga burchellii-Rhipicephalus appendiculatus"""
"""ZW-Equus quagga burchellii-Rhipicephalus decoloratus"""
"""ZW-Equus quagga burchellii-Rhipicephalus evertsi evertsi"""
"""ZM-Equus quagga burchellii-Staphylococcus aureus"""
"""ZA-Equus quagga burchellii-Strongylus asini"""
"""ZA-Equus quagga burchellii-Strongylus edentatus"""
"""ZA-Equus quagga burchellii-Strongylus vulgaris"""
"""ZM-Equus quagga burchellii-Strongylus vulgaris"""
"""TZ-Equus quagga burchellii-Equid alphaherpesvirus 1"""
"""TZ-Equus quagga burchellii-Equid alphaherpesvirus 4"""
"""TZ-Equus quagga burchellii-Equid alphaherpesvirus 9"""
"""KE-Equus grevyi-Bacillus anthracis"""
"""KE-Equus grevyi-Balantioides coli"""
"""KE-Equus grevyi-Cystoisospora belli"""
"""KE-Equus grevyi-Haemonchus contortus"""
"""ZA-Equus zebra zebra-Actinobacillus equuli"""
"""ZA-Equus zebra zebra-Amblyomma marmoreum"""
"""ZA-Equus zebra zebra-Anoplocephala magna"""
"""ZA-Equus zebra zebra-Anoplocephala perfoliata"""
"""ZA-Equus zebra zebra-Theileria equi"""
"""ZA-Equus zebra zebra-Viviparus"""
"""ZA-Equus zebra zebra-Cyathostomum catinatum"""
"""ZA-Equus zebra zebra-Coronocyclus labratus"""
"""ZA-Equus zebra zebra-Cyathostomum montgomeryi"""
"""ZA-Equus zebra zebra-Cyathostomum tetracanthum"""
"""ZA-Equus zebra zebra-Cylicocyclus auriculatus"""
"""ZA-Equus zebra zebra-Cylicocyclus nassatus"""
"""ZA-Equus zebra zebra-Cylicostephanus calicatus"""
"""ZA-Equus zebra zebra-Cylicostephanus minutus"""
"""ZA-Equus zebra zebra-Gasterophilus intestinalis"""
"""ZA-Equus zebra zebra-Gasterophilus nasalis"""
"""ZA-Equus zebra zebra-Gasterophilus pecorum"""
"""ZA-Equus zebra zebra-Habronema muscae"""
"""ZA-Equus zebra zebra-Hyalomma turanicum"""
"""ZA-Equus zebra zebra-Hyalomma rufipes"""
"""ZA-Equus zebra zebra-Hyalomma truncatum"""
"""ZA-Equus zebra zebra-Ixodes rubicundus"""
"""ZA-Equus zebra zebra-Rhipicephalus capensis"""
"""ZA-Equus zebra zebra-Rhipicephalus evertsi evertsi"""
"""ZA-Equus zebra zebra-Rhipicephalus glabroscutatus"""
"""ZA-Equus zebra zebra-Triodontophorus nipponicus"""
"""ZA-Equus zebra zebra-Triodontophorus serratus"""
"""JP-Erignathus barbatus-Contracaecum osculatum"""
"""CA-Erignathus barbatus-Giardia intestinalis"""
"""CA-Erignathus barbatus-Otostrongylus circumlitus"""
"""JP-Erignathus barbatus-Pseudoterranova decipiens"""
"""SJ-Erignathus barbatus-Toxoplasma gondii"""
"""US-Erignathus barbatus-Trichinella spiralis"""
"""GH-Erythrocebus patas-Oesophagostomum bifurcum"""
"""KE-Eudorcas thomsonii-Rhipicephalus pulchellus"""
"""MG-Eulemur macaco macaco-Bacillus cereus"""
"""MG-Eulemur macaco macaco-Escherichia coli"""
"""MG-Eulemur macaco macaco-Klebsiella pneumoniae subsp. ozaenae"""
"""MG-Eulemur rufus-Balantioides coli"""
"""MG-Eulemur rufus-Lelliottia amnigena"""
"""MG-Eulemur rufus-Klebsiella pneumoniae subsp. ozaenae"""
"""MG-Eulemur rufus-Lemuricola vauceli"""
"""US-Eumetopias jubatus-Chlamydia psittaci"""
"""US-Eumetopias jubatus-Canine adenovirus 1"""
"""US-Eumetopias jubatus-Canine adenovirus 2"""
"""JP-Eumetopias jubatus-Pseudoterranova decipiens"""
"""US-Eumetopias jubatus-Phocid alphaherpesvirus 1"""
"""US-Eumetopias jubatus-San Miguel sea lion virus"""
"""MN-Otocolobus manul-Cytauxzoon manul"""
"""MN-Otocolobus manul-Feline immunodeficiency virus"""
"""OM-Felis margarita-Feline leukemia virus"""
"""OM-Felis silvestris-Feline coronavirus"""
"""GR-Felis silvestris-Ancylostoma caninum"""
"""DE-Felis silvestris-Pearsonema feliscati"""
"""DE-Felis silvestris-Capillaria aerophila"""
"""DE-Felis silvestris-Pearsonema plica"""
"""DE-Felis silvestris-Cylicospirura petrowi"""
"""OM-Felis silvestris-Feline leukemia virus"""
"""DE-Felis silvestris-Hydatigera taeniaeformis"""
"""GR-Felis silvestris-Hydatigera taeniaeformis"""
"""OM-Felis silvestris-Feline lentivirus group"""
"""DE-Felis silvestris-Mesocestoides litteratus"""
"""OM-Felis silvestris-Feline panleukopenia virus"""
"""DE-Felis silvestris-Toxascaris leonina"""
"""GR-Felis silvestris-Toxocara cati"""
"""DE-Felis silvestris-Toxocara cati"""
"""GB-Felis silvestris-Toxoplasma gondii"""
"""OM-Felis silvestris-Felid alphaherpesvirus 1"""
"""OM-Felis silvestris-Feline calicivirus"""
"""BG-Felis silvestris-Yersinia enterocolitica"""
"""BG-Felis silvestris-Yersinia pseudotuberculosis"""
"""UG-Galago senegalensis-Amblyomma variegatum"""
"""UG-Galago senegalensis-Yellow fever virus"""
"""KE-Galago senegalensis-Yellow fever virus"""
"""BR-Galictis cuja-Amblyomma ovale"""
"""BR-Galictis cuja-Dioctophyme renale"""
"""BR-Galictis vittata-Amblyomma ovale"""
"""SO-Gazella spekei-Skrjabinema ovis"""
"""SO-Gazella spekei-Trichostrongylus probolurus"""
"""ES-Genetta genetta-Ctenocephalides canis"""
"""TN-Genetta genetta-Echinococcus granulosus"""
"""ES-Genetta genetta-Leptospira interrogans"""
"""ES-Genetta genetta-Rhipicephalus pusillus"""
"""ES-Genetta genetta-Salmonella enterica"""
"""ES-Genetta genetta-Spilopsyllus cuniculi"""
"""ES-Genetta genetta-Hydatigera parva"""
"""ES-Genetta genetta-Toxoplasma gondii"""
"""ZA-Giraffa camelopardalis-Amblyomma hebraeum"""
"""ZW-Giraffa camelopardalis-Bovine ephemeral fever virus"""
"""ZA-Giraffa camelopardalis-Hyalomma rufipes"""
"""ZA-Giraffa camelopardalis-Hyalomma truncatum"""
"""ZW-Giraffa camelopardalis-Crimean-Congo hemorrhagic fever orthonairovirus"""
"""ZA-Giraffa camelopardalis-Parabronema skrjabini"""
"""ZW-Giraffa camelopardalis-Bovine viral diarrhea virus 1"""
"""ZA-Giraffa camelopardalis-Rhipicephalus appendiculatus"""
"""ZA-Giraffa camelopardalis-Rhipicephalus decoloratus"""
"""ZA-Giraffa camelopardalis-Rhipicephalus evertsi evertsi"""
"""ZA-Giraffa camelopardalis-Rhipicephalus simus"""
"""ZW-Giraffa camelopardalis-Toxoplasma gondii"""
"""ZW-Giraffa camelopardalis-Bovine alphaherpesvirus 1"""
"""UG-Gorilla beringei beringei-Ascaris lumbricoides"""
"""RW-Gorilla beringei beringei-Campylobacter jejuni"""
"""RW-Gorilla beringei beringei-Capillaria hepatica"""
"""RW-Gorilla beringei beringei-Chilomastix mesnili"""
"""UG-Gorilla beringei beringei-Cryptosporidium parvum"""
"""UG-Gorilla beringei beringei-Encephalitozoon intestinalis"""
"""RW-Gorilla beringei beringei-Endolimax nana"""
"""RW-Gorilla beringei beringei-Entamoeba coli"""
"""RW-Gorilla beringei beringei-Entamoeba hartmanni"""
"""RW-Gorilla beringei beringei-Entamoeba histolytica"""
"""UG-Gorilla beringei beringei-Giardia intestinalis"""
"""RW-Gorilla beringei beringei-Giardia intestinalis"""
"""RW-Gorilla beringei beringei-Klebsiella pneumoniae"""
"""RW-Gorilla beringei beringei-Human metapneumovirus"""
"""CD-Gorilla beringei beringei-Binucleata"""
"""RW-Gorilla beringei beringei-Necator americanus"""
"""UG-Gorilla beringei beringei-Oesophagostomum stephanostomum"""
"""RW-Gorilla beringei beringei-Oesophagostomum stephanostomum"""
"""CD-Gorilla beringei beringei-Oesophagostomum stephanostomum"""
"""CD-Gorilla beringei beringei-Onchocerca volvulus"""
"""RW-Gorilla beringei beringei-Respiratory syncytial virus"""
"""UG-Gorilla beringei beringei-Sarcoptes scabiei"""
"""UG-Gorilla beringei beringei-Shigella boydii"""
"""UG-Gorilla beringei beringei-Shigella flexneri"""
"""UG-Gorilla beringei beringei-Shigella sonnei"""
"""RW-Gorilla beringei beringei-Streptococcus pneumoniae"""
"""UG-Gorilla beringei beringei-Strongyloides fuelleborni"""
"""UG-Gorilla beringei-Strongyloides fuelleborni"""
"""RW-Gorilla beringei beringei-Strongyloides fuelleborni"""
"""RW-Gorilla beringei beringei-Trichostrongylus colubriformis"""
"""UG-Gorilla beringei beringei-Trichuris trichiura"""
"""RW-Gorilla beringei beringei-Trichuris trichiura"""
"""GA-Gorilla gorilla gorilla-Achromobacter xylosoxidans"""
"""CM-Gorilla beringei-Bacillus anthracis"""
"""CM-Gorilla gorilla gorilla-Bacillus anthracis"""
"""CF-Gorilla gorilla gorilla-Balantioides coli"""
"""CM-Gorilla gorilla-Human T-cell leukemia virus type I"""
"""GA-Gorilla beringei-Ebola virus"""
"""CG-Gorilla gorilla-Zaire ebolavirus"""
"""CG-Gorilla beringei-Ebola virus"""
"""AO-Gorilla beringei-Ebola virus"""
"""CF-Gorilla gorilla gorilla-Entamoeba coli"""
"""GA-Gorilla beringei-Entamoeba hartmanni"""
"""CF-Gorilla gorilla gorilla-Entamoeba histolytica"""
"""GA-Gorilla gorilla gorilla-Loa loa"""
"""CD-Gorilla gorilla-Human mastadenovirus B"""
"""CD-Gorilla gorilla-Human mastadenovirus C"""
"""GA-Gorilla gorilla-Human mastadenovirus F"""
"""UG-Gorilla gorilla-Oesophagostomum stephanostomum"""
"""CG-Gorilla gorilla gorilla-Oesophagostomum stephanostomum"""
"""UG-Gorilla gorilla-Pthirus gorillae"""
"""CM-Gorilla gorilla gorilla-Plasmodium falciparum"""
"""CF-Gorilla gorilla gorilla-Plasmodium falciparum"""
"""GQ-Gorilla gorilla gorilla-Plasmodium falciparum"""
"""CG-Gorilla gorilla gorilla-Plasmodium falciparum"""
"""CM-Gorilla beringei-Plasmodium reichenowi"""
"""CM-Hominoidea-Plasmodium vivax"""
"""RW-Gorilla beringei-Pthirus gorillae"""
"""GA-Gorilla gorilla-Staphylococcus aureus"""
"""UG-Gorilla gorilla-Strongyloides fuelleborni"""
"""CG-Gorilla gorilla-Treponema pallidum subsp. pertenue"""
"""GQ-Gorilla gorilla-Treponema pallidum subsp. pertenue"""
"""US-Gulo gulo-Canine morbillivirus"""
"""US-Gulo gulo-Otodectes cynotis"""
"""US-Gulo gulo-Canine parvovirus 2"""
"""CA-Gulo gulo-Trichinella nativa"""
"""CA-Gulo gulo-Trichinella sp. T6"""
"""SE-Halichoerus grypus-Aeromonas hydrophila"""
"""CA-Halichoerus grypus-Anisakis simplex"""
"""IE-Halichoerus grypus-Anisakis simplex"""
"""CA-Halichoerus grypus-Contracaecum osculatum"""
"""IE-Halichoerus grypus-Contracaecum osculatum"""
"""IE-Halichoerus grypus-Corynosoma strumosum"""
"""GB-Halichoerus grypus-Escherichia coli"""
"""GB-Halichoerus grypus-Canine morbillivirus"""
"""GB-Halichoerus grypus-Phocine morbillivirus"""
"""NL-Halichoerus grypus-Phocine morbillivirus"""
"""GB-Halichoerus grypus-Pseudomonas aeruginosa"""
"""CA-Halichoerus grypus-Pseudoterranova decipiens"""
"""IE-Halichoerus grypus-Pseudoterranova decipiens"""
"""GB-Halichoerus grypus-Streptococcus equi subsp. zooepidemicus"""
"""DE-Halichoerus grypus-Streptococcus equi subsp. zooepidemicus"""
"""CA-Halichoerus grypus-Toxoplasma gondii"""
"""ES-Herpestes ichneumon-Ixodes hexagonus"""
"""ES-Herpestes ichneumon-Ixodes ventalloi"""
"""SD-Herpestes ichneumon-Leishmania donovani"""
"""ES-Herpestes ichneumon-Leptospira interrogans"""
"""ES-Herpestes ichneumon-Canine mastadenovirus A"""
"""ES-Herpestes ichneumon-Mycobacterium tuberculosis variant bovis"""
"""ES-Herpestes ichneumon-Neospora caninum"""
"""ES-Herpestes ichneumon-Rhipicephalus pusillus"""
"""ES-Herpestes ichneumon-Rhipicephalus turanicus"""
"""ES-Herpestes ichneumon-Salmonella enterica"""
"""ES-Herpestes ichneumon-Toxoplasma gondii"""
"""ES-Herpestes ichneumon-Xenopsylla cunicularis"""
"""VI-Urva javanica-Alectorobius puertoricensis"""
"""VI-Urva javanica-Ctenocephalides felis"""
"""VI-Urva javanica-Dermacentor nitens"""
"""VI-Urva javanica-Ornithonyssus bacoti"""
"""VI-Urva javanica-Rhipicephalus microplus"""
"""KE-Hippopotamus amphibius-Leptospira interrogans serovar Australis"""
"""ZM-Hippopotamus amphibius-Paraisotricha minuta"""
"""ZM-Hippopotamus amphibius-Ostrea"""
"""ZA-Hippopotamus amphibius-Schistosoma hippopotami"""
"""ZW-Hippotragus equinus-Bacillus anthracis"""
"""BJ-Hippotragus equinus-Trypanosoma brucei gambiense"""
"""ZW-Hippotragus niger-Babesia bigemina"""
"""ZW-Hippotragus niger-Bacillus anthracis"""
"""ZW-Hippotragus niger-Bovine ephemeral fever virus"""
"""ZW-Hippotragus niger-Crimean-Congo hemorrhagic fever orthonairovirus"""
"""ZW-Hippotragus niger-Bluetongue virus"""
"""ZW-Hippotragus niger-Bovine viral diarrhea virus 1"""
"""ZW-Hippotragus niger-Rift Valley fever virus"""
"""ZW-Hippotragus niger-Rhipicephalus evertsi evertsi"""
"""ZW-Hippotragus niger-Toxoplasma gondii"""
