carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Canine distemper virus,Morbillivirus Canine distemper virus,yes,Virus,RNA virus,ss-,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,1,7,NA,Juvenile,,NA,Yes,7,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Canine distemper virus,Morbillivirus Canine distemper virus,yes,Virus,RNA virus,ss-,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.243,70,All,All,,NA,Yes,70,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Canine distemper virus,Morbillivirus Canine distemper virus,yes,Virus,RNA virus,ss-,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.333,12,NA,All,,NA,Yes,12,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Canine distemper virus,Morbillivirus Canine distemper virus,yes,Virus,RNA virus,ss-,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.5,8,Female,Juvenile,,NA,Yes,8,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Canine distemper virus,Morbillivirus Canine distemper virus,yes,Virus,RNA virus,ss-,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.571,7,NA,Juvenile,,NA,Yes,7,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Canine distemper virus,Morbillivirus Canine distemper virus,yes,Virus,RNA virus,ss-,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.667,3,NA,Juvenile,,NA,Yes,3,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Canine distemper virus,Morbillivirus Canine distemper virus,yes,Virus,RNA virus,ss-,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.088,34,Male,Adult,,NA,Yes,34,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Canine distemper virus,Morbillivirus Canine distemper virus,yes,Virus,RNA virus,ss-,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.333,6,NA,Adult,,NA,Yes,6,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Canine distemper virus,Morbillivirus Canine distemper virus,yes,Virus,RNA virus,ss-,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.059,17,NA,All,,NA,Yes,17,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Canine distemper virus,Morbillivirus Canine distemper virus,yes,Virus,RNA virus,ss-,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.143,14,Female,Adult,,NA,Yes,14,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Canine distemper virus,Morbillivirus Canine distemper virus,yes,Virus,RNA virus,ss-,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.667,3,NA,Adult,,NA,Yes,3,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Canine distemper virus,Morbillivirus Canine distemper virus,yes,Virus,RNA virus,ss-,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.1,10,NA,Adult,,NA,Yes,10,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Canine distemper virus,Morbillivirus Canine distemper virus,yes,Virus,RNA virus,ss-,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.118,17,NA,All,,NA,Yes,17,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Canine distemper virus,Morbillivirus Canine distemper virus,yes,Virus,RNA virus,ss-,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.571,14,Male,Juvenile,,NA,Yes,14,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Canine distemper virus,Morbillivirus Canine distemper virus,yes,Virus,RNA virus,ss-,Thalwitzer et al. 2010,East-central Namibia,28.31,-15.41,WN,Animals,NA,0.045,67,All,All,,NA,Yes,67,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Mycobacterium bovis,Mycobacterium bovis,yes,Bacteria,Actinobacteria,Actinobacteria,Keet et al 1996a,"Kruger National Park, South Africa",31.45,-23.82,WN,Animals,Tissue,1,1,Male,Adult,,NA,Yes,1,DirectOther
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Neospora caninum,Neospora caninum,yes,Protozoa,Apicomplexa,Coccidia,Ferroglio et al. 2003,"Maasai Mara Game Reserve, Serengueti, Kenya",35.25,-1.58,WN,Samples,NA,0.6,NA,NA,NA,,NA,Yes,5,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.5,6,NA,Juvenile,,NA,Yes,6,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.333,3,NA,Adult,,NA,Yes,3,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.833,6,NA,All,,NA,Yes,6,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.364,11,Male,Juvenile,,NA,Yes,11,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,1,10,NA,Adult,,NA,Yes,10,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.143,7,NA,Juvenile,,NA,Yes,7,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.2,5,NA,Adult,,NA,Yes,5,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.286,7,NA,Juvenile,,NA,Yes,7,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,1,2,NA,Juvenile,,NA,Yes,2,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.333,6,Female,Juvenile,,NA,Yes,6,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.167,12,NA,All,,NA,Yes,12,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.75,4,NA,Adult,,NA,Yes,4,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.813,16,NA,All,,NA,Yes,16,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.4,10,Female,Adult,,NA,Yes,10,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.48,50,All,All,,NA,Yes,50,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.375,8,NA,Adult,,NA,Yes,8,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.3,10,NA,All,,NA,Yes,10,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline panleukopenia virus/canine parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.609,23,Male,Adult,,NA,Yes,23,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline parvovirus,Protoparvovirus Carnivore protoparvovirus 1,yes,Virus,DNA virus,ss,Thalwitzer et al. 2010,East-central Namibia,28.31,-15.41,WN,Animals,NA,0.03,67,All,All,,NA,Yes,67,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Trichinella nelsoni,Trichinella nelsoni,yes,Helminth,Nematoda,Enoplea,Pozio et al. 1997,"Serengeti National Park, Northern Tanzania",34.83,-2.33,WN,Animals,Muscle Tissue,0.2,5,NA,NA,0.5,ParasiteCount,Yes,5,DirectOther
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline herpes virus 1,Varicellovirus Felid alphaherpesvirus 1,yes,Virus,DNA virus,ds,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.122,74,All,All,,NA,Yes,74,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline herpes virus 1,Varicellovirus Felid alphaherpesvirus 1,yes,Virus,DNA virus,ds,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.125,8,Female,Juvenile,,NA,Yes,8,Serology
carnivores,Acinonyx jubatus,Acinonyx jubatus,Carnivora,Felidae,terrestrial,Feline herpesvirus 1,Varicellovirus Felid alphaherpesvirus 1,yes,Virus,DNA virus,ds,Munson et al. 2004,Namibia,18.49,-22.96,WN,Animals,NA,0.2,10,NA,Adult,,NA,Yes,10,Serology
